window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.0271678511875,0.0028019247944999857,0.006964635165499999,1.2802091544684429,0.9285286946995303,1.7177838384945097,3.0531133177191805e-18,3.0531133177191805e-18,3.0531133177191805e-18,1.8558726359772795,125.0,2550.0,625.0,2,1,2,7,20,51,74,29,11,3,2,3,20,40,72,39,12,5,4,3,3,11,18,45,79,31,6,2,3,2,17
1,-0.01857734596050002,-0.01096107204249998,0.055595069057499946,1.7477550023601236,1.3204758041772853,2.5087125530435124,3.441691376337985e-17,3.441691376337985e-17,3.441691376337985e-17,2.8135404559976864,25.0,25.0,2275.0,2,6,26,52,66,41,4,0,2,1,2,43,70,59,12,6,4,2,1,1,10,24,26,56,52,16,4,6,3,3,17
2,0.03328031601199997,-0.03108124710250003,-0.09151821093700002,1.7656280824166304,1.5739561004217157,2.6905612391936695,5.551115123125783e-18,5.551115123125783e-18,5.551115123125783e-18,2.9764799375605717,25.0,2300.0,2250.0,9,23,52,48,51,10,2,3,1,1,4,41,89,43,7,3,4,3,2,4,13,23,27,53,56,11,2,6,4,5,17
3,0.06858307575049999,0.02620022252799995,-0.030481170823500003,1.6927999974128054,1.7435806599457087,2.93205065523155,4.24313362223927e-17,4.24313362223927e-17,4.24313362223927e-17,3.2058097927470346,4500.0,4500.0,4425.0,3,13,24,48,33,41,22,9,2,5,15,44,84,36,3,5,2,5,5,1,6,8,37,49,58,19,10,5,5,3,17
4,-0.039068683767,0.073298163829,0.07420509237950002,1.8645992716456312,1.7796308194848522,3.076752456655241,4.1876224710080124e-17,4.1876224710080124e-17,4.1876224710080124e-17,3.456231238172093,2300.0,1125.0,3350.0,8,12,32,40,40,32,21,9,2,4,22,63,55,34,10,3,3,5,3,2,6,15,27,44,52,34,8,7,5,2,17
5,-0.0632500368745,-0.05110182641100004,0.036742536758000016,1.9353153317679102,1.8171247656575804,2.981668957755265,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,3.515359523967504,1125.0,2175.0,3225.0,12,17,28,27,43,30,30,9,2,2,26,67,47,24,18,4,5,2,5,2,24,19,17,58,60,7,3,4,4,4,17
6,0.035990909317500014,-0.10399814154050006,-0.10135187144700002,1.8235914692317166,1.8391266517958351,3.0582634724669213,8.215650382226158e-17,8.215650382226158e-17,8.215650382226158e-17,3.560587373827115,1100.0,2175.0,3875.0,13,12,13,28,29,33,26,29,11,6,26,55,55,22,17,10,5,2,5,3,24,18,27,49,64,3,4,3,3,5,17
7,0.010158340855000027,0.08492382903000005,-0.05684257570050003,1.7038563791936254,1.9538617555921736,3.4137847780440667,3.8372083288606975e-17,3.8372083288606975e-17,3.8372083288606975e-17,3.728585314718925,700.0,4400.0,2200.0,9,10,8,15,39,38,33,20,19,9,19,52,58,30,12,15,2,2,4,6,27,24,21,49,57,5,3,3,5,6,17
8,-0.011487675538499963,0.10723068468799997,0.09963864247850003,1.8036020480940145,1.9216824210094088,3.5800118749382914,2.1094237467877975e-17,2.1094237467877975e-17,2.1094237467877975e-17,3.757191645234921,25.0,4350.0,1100.0,3,12,15,41,56,37,23,8,4,1,18,43,56,42,16,9,4,2,3,7,12,23,21,48,57,19,7,2,3,8,17
9,-0.017647193574499963,-0.05675793392099994,0.10130505366249992,1.9553758327741038,1.7711503686004024,3.388536378974404,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,3.6427115226753064,25.0,1075.0,4625.0,3,14,21,40,44,38,21,11,7,1,7,31,66,54,23,9,3,3,3,1,7,22,18,38,70,27,9,1,3,5,17
