window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.020542211029499984,-0.045620825708,-0.127161456101,1.2564078083229684,1.1175135821031577,2.417714062475762,8.118505867571457e-17,8.118505867571457e-17,8.118505867571457e-17,2.2750003391309512,25.0,100.0,575.0,2,4,2,9,38,81,36,17,6,5,2,5,27,85,71,4,1,1,2,2,9,10,9,15,64,54,15,11,8,5,14
1,0.01842201049599999,0.06892021309299999,0.038908453302500035,2.4452316599779484,1.9294217672318188,3.28540868154517,8.43769498715119e-17,8.43769498715119e-17,8.43769498715119e-17,3.9240723660928394,775.0,1100.0,3875.0,2,8,8,17,23,38,42,28,22,12,2,31,51,61,29,10,2,5,5,4,13,20,20,45,57,28,9,2,5,1,14
2,0.032529319965500014,0.05448758392849996,0.18220906174049997,3.04766712506785,2.2393586625154716,3.77334855846522,6.050715484207104e-17,6.050715484207104e-17,6.050715484207104e-17,4.717565396382096,25.0,50.0,125.0,5,14,25,24,27,36,35,25,7,2,5,47,74,39,16,3,5,5,4,2,5,17,15,30,44,56,18,4,8,3,14
3,-0.0158244154895,-0.10589768904950006,-0.13781663244049994,3.3697448824419243,2.2264694545531594,4.017570553260415,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,5.051053830297922,2125.0,25.0,3000.0,9,16,20,26,24,31,34,25,11,4,5,60,70,39,10,2,2,5,3,4,13,16,15,28,41,52,21,6,4,4,14
4,-0.07855525632099997,0.026820502900999976,-0.069364692863,3.3921939218437824,2.3432157629346255,4.1162381441052265,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,5.2801672387993985,25.0,25.0,3325.0,10,11,25,18,26,25,23,30,27,5,26,67,49,24,12,3,6,3,5,5,24,13,22,27,37,57,7,3,4,6,14
5,0.05523767265750003,0.07710451166900004,0.15100085525650012,2.99239927624563,2.319954686791992,3.749770513235477,5.10702591327572e-17,5.10702591327572e-17,5.10702591327572e-17,4.797982757257711,2100.0,2125.0,4300.0,8,16,18,21,22,17,31,34,21,12,15,51,64,31,12,8,6,3,8,2,19,12,24,38,46,44,5,2,4,6,14
6,0.013732612903499964,-0.07018485481400004,0.03338528914499995,3.095502033703585,1.9991427395557555,3.5144317189901892,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,4.58155396851357,350.0,25.0,1800.0,8,10,17,21,22,23,37,29,23,10,14,48,64,42,12,8,3,4,4,1,19,11,21,37,54,43,2,4,4,5,14
7,-0.06923038555849999,-0.04706450331350002,-0.005228028389500066,3.1782659780790112,2.063784692430401,3.9211632999700963,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,4.947696491828744,350.0,4750.0,4425.0,10,10,19,21,23,20,36,24,26,11,16,46,62,38,14,9,5,5,3,2,21,14,23,30,49,42,5,4,6,6,14
8,0.03792488620300001,0.07398765670549999,-0.01926203415600001,3.4363921600692815,2.442183325012315,4.094236007450764,1.0658141036401502e-16,1.0658141036401502e-16,1.0658141036401502e-16,5.3147069893193795,1025.0,25.0,150.0,11,17,22,20,21,25,29,29,21,5,20,64,51,27,17,3,5,6,3,4,21,11,17,37,38,46,14,5,4,7,14
9,0.01818431431799998,0.0002695909405000291,-0.052721458928499984,3.57891519395186,2.4801411164393494,3.9688240314832317,9.547918011776346e-17,9.547918011776346e-17,9.547918011776346e-17,5.252155922806879,1025.0,1050.0,3800.0,10,19,17,19,24,22,31,26,26,6,24,84,51,21,3,1,6,1,6,3,21,10,12,35,28,59,23,4,0,8,14
