window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.01604992811300001,-0.005852863445500009,-0.003659231166500025,1.838095802513422,1.2934280091914183,2.063301194936754,6.38378239159465e-18,6.38378239159465e-18,6.38378239159465e-18,2.652322001933527,25.0,2575.0,175.0,3,5,9,21,43,53,43,16,2,5,4,3,11,5,27,64,52,17,14,3,2,1,5,11,31,77,43,21,7,2,2
1,2.562586299998837e-05,0.003479950100000021,0.04684359501499995,1.367601455387892,0.9723559444193006,2.189739849967444,1.6653345369377347e-17,1.6653345369377347e-17,1.6653345369377347e-17,2.4511998757882174,25.0,4400.0,3000.0,2,1,2,7,35,55,64,30,2,2,2,2,2,18,53,69,33,12,7,2,2,1,1,9,14,26,47,42,23,35,2
2,0.01982055513499999,-0.009643657645999988,0.0010592815599999804,1.000668544017987,0.9104891488416129,1.9144703008027328,3.4139358007223563e-17,3.4139358007223563e-17,3.4139358007223563e-17,2.1484583657017744,250.0,2100.0,1600.0,5,10,14,20,31,45,48,19,4,4,1,4,9,35,76,50,12,4,7,2,3,4,14,29,31,31,25,18,27,18,2
3,0.004005623685999996,0.027382486774999996,-0.07211062384649997,0.9489473213179238,1.0261054456201943,1.9256503684914097,7.216449660063518e-18,7.216449660063518e-18,7.216449660063518e-18,2.1713843192307674,25.0,2025.0,3275.0,6,9,17,29,27,32,43,27,5,5,6,17,20,53,56,18,11,6,3,10,4,15,15,29,37,32,23,20,18,7,2
4,-0.03314861861200001,-0.018328423295,0.05389377176399998,1.018009090199067,1.0426555220854983,2.0064105930725837,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,2.2777805354351104,1375.0,4150.0,100.0,3,7,13,19,38,39,35,30,7,9,8,19,29,54,40,16,10,12,4,8,8,14,13,27,20,33,37,28,11,9,2
5,0.016901903663000005,0.019838066622000036,0.050029543186499964,1.035017461711983,1.0092188350673035,2.1279184784124583,2.7755575615628915e-18,2.7755575615628915e-18,2.7755575615628915e-18,2.3633523329445447,2225.0,2400.0,4625.0,3,9,10,19,34,41,35,31,8,10,3,8,16,20,52,45,23,17,11,5,10,15,20,16,19,25,31,30,22,12,2
6,0.02331875624249999,0.025860589678499996,-0.028913171618499937,0.9582658982376638,1.095540835028582,2.173119953632695,2.886579864025407e-17,2.886579864025407e-17,2.886579864025407e-17,2.3883726793444695,4800.0,4425.0,125.0,5,3,20,27,40,35,33,17,14,6,4,8,9,23,36,43,43,19,11,4,19,18,21,15,22,32,22,22,22,7,2
7,0.002867648931499987,-0.030315654664500005,-0.03842537779900001,0.8720038276805862,1.2152851192210496,2.1185079780680414,1.9428902930940238e-17,1.9428902930940238e-17,1.9428902930940238e-17,2.363731760582683,25.0,2625.0,4600.0,1,3,2,17,30,55,50,28,11,3,5,6,10,27,39,54,33,17,5,4,8,16,28,18,19,33,24,26,22,6,2
8,-0.014243011690000008,0.029607344620000014,-0.05188507574250001,0.943487255737706,1.316158772990765,2.0700113803583533,3.622102617839573e-17,3.622102617839573e-17,3.622102617839573e-17,2.3930961541844975,4300.0,350.0,4625.0,3,4,7,10,18,34,55,41,22,6,4,9,13,36,64,34,23,9,5,3,7,13,29,22,24,28,19,25,28,5,2
9,-0.006595262603499988,-0.023037374983000024,0.0896811995565,1.1878629198134658,1.275940033707862,2.0481149090479014,1.9984014443252817e-17,1.9984014443252817e-17,1.9984014443252817e-17,2.435082732629036,25.0,4250.0,2100.0,3,4,12,11,28,60,44,29,7,2,11,11,27,50,49,29,12,6,1,4,6,10,25,21,25,31,19,28,28,7,2
10,0.033562359027,0.010076894998000017,0.07120865526750003,1.2895151822485436,1.2352524427498657,2.252389823580336,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,2.6357177829234395,25.0,4625.0,4625.0,3,7,9,13,23,59,46,23,12,5,8,11,22,32,57,40,17,6,4,3,7,10,21,23,23,28,16,40,22,10,2
11,0.0011500786855000156,0.0432838229655,-0.10145344896599996,1.167592801401662,1.208599489826125,2.2739115729179953,0.0,0.0,0.0,2.55925911422886,275.0,4225.0,4200.0,5,5,12,17,35,48,36,28,6,8,6,9,15,31,55,40,22,14,4,4,4,7,20,30,26,36,22,30,20,5,2
12,-0.008379774673999961,-0.052913583325499995,-0.057573897715499936,1.1806009745702635,1.1864635152025709,2.211535456471556,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,2.495470605519435,1150.0,1475.0,1475.0,3,7,15,15,25,41,36,31,21,6,8,8,16,30,52,40,22,13,7,4,4,6,16,34,21,38,35,24,16,6,2
13,0.025233166763999976,-0.0017446663764999993,0.044973021605499944,1.2016223493679936,1.2811037912386205,2.2010559892337973,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,2.561773728408135,4675.0,4675.0,25.0,4,4,15,11,33,50,41,25,13,4,8,10,11,27,46,49,28,8,7,6,6,15,24,32,28,21,46,17,9,2,2
14,-0.01490282323000002,0.025710260713999976,-0.00031377552600005435,1.1252975840265251,1.2921647703788708,2.0872704102794355,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,2.410550071709466,350.0,2075.0,2075.0,2,3,8,10,28,59,46,31,10,3,9,7,11,22,41,58,29,9,9,5,9,10,30,37,31,24,34,18,5,2,2
15,-0.024432952766499993,-0.017183479919999998,-0.028684348106000023,1.115454377879835,1.22687865494704,2.3460842211929367,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,2.5376372035515775,25.0,4750.0,1325.0,1,1,7,14,28,33,53,37,23,3,5,8,8,13,29,46,48,27,9,7,4,8,25,31,45,29,29,16,6,7,2
16,0.008073035351000006,-0.0012468172684999956,0.025988846231999988,1.337164835082825,1.2567721849001265,2.5458828789556107,1.996666720849305e-17,1.996666720849305e-17,1.996666720849305e-17,2.8156387240168113,275.0,1925.0,1325.0,3,1,5,16,36,48,45,35,5,6,3,9,9,29,36,53,32,18,7,4,4,7,32,35,36,24,24,16,16,6,2
