window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.002068934110000005,-0.010342579984000002,0.002560142590499992,0.30378723908594807,0.27420267702437673,0.6130283948269208,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,0.4021763389733641,25.0,825.0,25.0,6,7,65,111,8,2,0,0,0,1,2,0,2,10,13,144,18,8,2,1,3,4,2,5,102,66,11,2,4,1,1
1,0.0037574583604999944,-0.02052057681099998,-0.04551384081149999,0.6884435132959246,0.6297742216024358,1.4490456790262978,1.3877787807814458e-18,1.3877787807814458e-18,1.3877787807814458e-18,1.3565096114194564,350.0,25.0,2150.0,5,12,22,55,71,21,7,2,1,4,5,5,0,17,36,83,28,20,5,1,12,16,19,29,62,29,9,9,9,6,1
2,0.005315550620000002,-0.003828279823999971,-0.05181803458049996,0.9400483812463838,0.9732483186425404,1.8836424547490667,2.498001805406602e-18,2.498001805406602e-18,2.498001805406602e-18,2.0660906009985824,350.0,4050.0,3925.0,2,7,14,26,52,41,34,18,2,4,13,12,21,45,61,31,7,4,4,2,10,18,25,39,34,35,17,13,7,2,1
3,-0.002254559899499996,3.015583949997902e-05,-0.03254378363450002,1.1534756393567263,1.2006858304665833,1.9986265539312185,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,2.3083840613809246,25.0,1225.0,1450.0,9,5,8,14,35,30,30,39,27,3,13,27,29,62,34,15,6,7,3,4,8,17,18,16,43,49,31,7,7,4,1
4,0.0054363138724999975,-0.027851483654500006,0.070651618923,1.2297806898592487,1.3181668124653603,2.320705067344199,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,2.629682927967078,25.0,3625.0,4800.0,9,9,8,11,37,25,27,37,34,3,10,29,30,50,42,13,11,5,3,7,10,15,23,23,39,54,17,8,7,4,1
5,-0.011880478041999985,0.059698896812000024,0.088196433916,1.2193715991230014,1.4721953455628112,2.5865202390471107,5.2458037913538644e-17,5.2458037913538644e-17,5.2458037913538644e-17,2.873823193449997,1175.0,2300.0,4700.0,4,14,9,16,29,34,30,34,25,5,7,23,38,47,48,7,9,10,8,3,15,11,15,33,36,55,16,6,8,5,1
6,-0.001853374256999981,0.056681682484000004,-0.036159528673999956,1.3096868533621193,1.5174902643511472,2.619325818933935,7.771561172376097e-18,7.771561172376097e-18,7.771561172376097e-18,2.9688335957924283,500.0,4650.0,4550.0,5,13,15,19,27,34,29,34,13,11,3,32,38,39,48,7,12,10,6,5,16,11,11,38,37,44,29,3,6,5,1
7,0.036117440458499996,-0.031005255714499972,-0.011553018582499958,1.358921923540113,1.4388013105345874,2.5751928952150958,1.9984014443252817e-17,1.9984014443252817e-17,1.9984014443252817e-17,2.902153519942986,3100.0,2225.0,2275.0,2,5,8,11,21,38,40,34,25,16,16,33,40,52,28,10,11,3,3,4,14,12,12,32,39,50,25,4,6,6,1
8,-0.03499375136449999,-0.03913553725300003,0.08187961806200002,1.343817628028323,1.335402066855802,2.5914614692994635,5.551115123125783e-18,5.551115123125783e-18,5.551115123125783e-18,2.829410435949333,800.0,2375.0,2250.0,2,7,8,9,18,42,43,28,30,13,10,24,43,64,34,9,4,5,3,4,16,14,20,31,41,61,5,4,4,4,1
9,-0.027937756143999994,-0.02819786857299996,-0.0728886039905,1.2084834324707325,1.2475221981121214,2.718281894112268,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,2.853459073233537,2275.0,3400.0,3425.0,5,11,9,12,32,36,32,23,29,11,7,22,45,58,42,8,5,8,1,4,12,16,20,26,42,60,11,5,3,5,1
10,0.005061929773000007,-0.013754724176499998,-0.0649945756195,1.392791072603185,1.2577574921047308,2.7629497318302065,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,2.985672802623265,25.0,25.0,2125.0,4,7,9,16,31,36,41,43,9,4,12,33,51,65,19,6,7,3,1,3,8,18,15,25,38,54,18,12,4,8,1
11,0.006945865485999985,0.035652202508500014,0.08838564236799996,1.6594013874423987,1.5976566815448303,2.817685231687713,2.1094237467877975e-17,2.1094237467877975e-17,2.1094237467877975e-17,3.3222142951731,3450.0,1175.0,4575.0,7,10,15,20,24,31,32,35,20,6,2,16,29,54,53,25,5,5,6,5,11,11,11,41,28,49,26,12,5,6,1
12,0.029671968905999994,0.034869946855999964,0.012552019072500014,1.7225337972676251,1.6387865453276562,3.1038459050721467,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,3.5793892027816843,325.0,3250.0,3700.0,7,9,16,24,23,23,38,27,20,13,2,12,41,49,48,23,6,7,9,3,16,9,23,44,39,37,21,4,5,2,1
13,-0.0022981333320000025,-0.030527267257500008,-0.10040731506250006,1.7864456520498426,1.4249121229089,3.3785818672047876,3.066991105526995e-17,3.066991105526995e-17,3.066991105526995e-17,3.716196166672157,750.0,3250.0,225.0,7,9,17,33,14,24,34,32,13,17,3,31,50,43,47,6,5,3,10,2,22,11,10,48,37,35,25,3,5,4,1
14,0.031697117769499995,0.03338915987300002,-0.008063766675000052,1.8504224760060675,1.4321756044439686,3.396792397360613,8.881784197001253e-17,8.881784197001253e-17,8.881784197001253e-17,3.768925468659779,2150.0,4300.0,4325.0,8,16,27,19,33,40,28,14,12,3,2,29,49,45,34,18,7,7,7,2,21,9,11,38,31,42,28,8,3,9,1
15,0.0037589618964999592,0.038712240305000006,0.063368401351,1.8669897351798135,1.3949934481597763,3.284690585600614,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,3.6521129940587285,2150.0,4625.0,4350.0,7,13,26,25,23,47,30,16,10,3,3,32,35,38,29,27,14,5,8,9,17,10,17,44,40,32,26,3,3,8,1
