window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.03211435270150001,-0.0226358723025,0.017270200636500005,1.4388765353631325,1.2890308929216867,2.0358609084568062,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,2.277508699833773,25.0,275.0,2325.0,1,1,1,13,22,80,52,19,10,1,2,4,5,13,52,88,27,3,4,2,4,17,15,50,71,25,7,5,1,5,19
1,-0.044078219574,-0.057667818984000016,0.010210471518000037,1.7030530444190721,1.3496445852186727,2.6304524102448466,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,2.9853636909008356,25.0,925.0,4725.0,1,2,5,17,48,49,45,27,4,2,3,1,5,6,18,35,47,45,27,13,4,11,19,26,72,35,18,6,3,6,19
2,-0.04242768379049999,0.015570975722499998,0.018016995831000047,1.8246534948634712,1.4323839966083167,2.869847384888242,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,3.3234281086636432,25.0,3300.0,3800.0,6,13,25,39,38,27,24,21,4,3,4,1,2,7,22,32,33,48,35,16,5,20,21,36,62,34,11,4,4,3,19
3,0.023493950754499976,0.06340913164249999,-0.0667475415575,1.5757604801756957,1.3058297743244074,2.730887822571227,9.506284648352904e-18,9.506284648352904e-18,9.506284648352904e-18,3.0373218251995193,1100.0,4900.0,2150.0,8,10,18,32,41,43,25,17,5,1,3,1,4,7,16,29,36,55,37,12,12,20,22,54,50,24,7,6,1,4,19
4,0.0457001419315,0.03447816594200004,-0.018785137285999988,1.2728822781587406,1.2154042386923105,2.5486342045760204,1.6653345369377347e-17,1.6653345369377347e-17,1.6653345369377347e-17,2.7095562106386155,25.0,3600.0,25.0,9,10,22,23,33,40,35,20,6,2,3,4,3,2,11,31,55,57,28,6,6,16,19,41,63,26,14,7,4,4,19
5,0.013115148368999997,-0.07851583364800002,0.08007112483350012,1.454715915704336,1.2184168862523126,2.5178354371743086,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,2.7926591599498836,25.0,100.0,4650.0,4,11,16,18,40,36,39,27,7,2,4,2,5,4,9,19,49,56,40,12,4,16,18,44,59,30,15,5,5,4,19
6,0.004177078265000054,-0.019615514006,0.008340481529999994,1.593763449782221,1.3395912881869183,2.75073779863103,5.88418203051333e-17,5.88418203051333e-17,5.88418203051333e-17,3.096098927289446,25.0,525.0,3750.0,5,16,13,17,45,33,25,31,12,3,5,2,3,5,9,16,40,56,43,21,17,21,17,45,54,25,8,4,4,5,19
7,-0.014920345884499983,0.043811088423500004,-0.02958290265600001,1.5096252463116335,1.364442761777711,2.941803529769783,4.218847493575595e-17,4.218847493575595e-17,4.218847493575595e-17,3.2034194393675564,2150.0,1875.0,4600.0,8,14,13,16,30,34,31,24,21,9,2,4,1,4,10,15,24,47,58,35,13,24,22,34,62,24,8,3,7,3,19
8,-0.030253926403499987,-0.03329308266550001,0.018764697836500015,1.3022313047958922,1.3694888785370982,3.1201239410064465,4.107825191113079e-17,4.107825191113079e-17,4.107825191113079e-17,3.2177846540630592,1450.0,3800.0,4350.0,4,14,13,14,31,38,37,28,14,7,3,1,5,5,8,13,37,65,39,24,12,23,23,28,59,30,8,6,9,2,19
9,-0.0162691925065,-0.005877693386999992,0.008032186305999946,1.212114280580143,1.3907655777013612,3.083113172096484,1.0998146837692957e-17,1.0998146837692957e-17,1.0998146837692957e-17,3.172604450221255,25.0,1950.0,4200.0,14,16,9,20,46,36,26,15,13,5,5,0,6,2,8,14,38,67,33,27,12,20,16,26,46,51,10,6,6,7,19
10,0.001979786072500023,0.044208553994499994,0.007001009448000023,1.2555422202701851,1.283455310476341,2.9646155037909536,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,3.055452371651192,2250.0,4650.0,4650.0,15,15,13,17,31,36,31,15,13,14,4,2,4,4,8,18,55,56,38,11,13,16,17,27,59,43,12,3,7,3,19
11,0.020020349439500006,0.015674159218000014,-0.028802432796999993,1.2753892245589924,1.277845110678871,3.034667985804409,1.4432899320127036e-17,1.4432899320127036e-17,1.4432899320127036e-17,3.1035751111044574,4450.0,450.0,275.0,9,16,13,21,27,40,36,21,10,7,1,3,3,4,6,14,58,59,37,15,17,15,18,30,60,35,11,5,4,5,19
12,-0.00883244330749999,0.01580378996049998,-0.026395040032000036,1.1784905294143897,1.3395103176853904,3.0105468962470994,6.106226635438361e-18,6.106226635438361e-18,6.106226635438361e-18,3.0847564927073265,1100.0,4575.0,4475.0,10,13,11,21,49,47,25,13,9,2,2,4,2,4,5,13,37,62,50,21,18,15,18,29,56,39,7,7,7,4,19
13,-0.028896255037499978,0.005907386198499991,0.0603070040424999,1.3314171582402172,1.4699269198062692,2.7885971002849153,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,2.9909913012888953,4350.0,375.0,4350.0,5,5,11,13,28,57,41,22,15,3,2,5,3,6,16,29,72,55,10,2,5,16,14,27,58,43,20,5,8,4,19
