window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.035839180529,-0.028742733778500007,-0.027239219819000026,1.9165977343031055,1.6052485525691564,2.1405187611770127,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,2.902624198419403,2550.0,25.0,4100.0,2,3,5,7,17,28,52,41,33,12,7,2,23,44,62,32,16,10,2,2,3,5,21,48,52,47,13,8,1,2,22
1,0.00202638232600003,-0.006681347901999963,-0.08562505934399997,2.4959273312784322,1.592913585395672,2.257372046387354,4.662936703425657e-17,4.662936703425657e-17,4.662936703425657e-17,3.291979586414061,2200.0,25.0,25.0,4,5,10,7,18,35,44,46,20,11,4,11,33,48,54,26,13,6,3,2,5,7,24,29,69,43,12,6,3,2,22
2,0.04124589968550004,0.01412614803650003,-0.0024697869864999645,2.6962999387707147,1.4663147019501552,2.2722804476345684,1.8873791418627663e-17,1.8873791418627663e-17,1.8873791418627663e-17,3.365843466795626,25.0,2625.0,3875.0,6,7,7,18,31,40,55,22,12,2,6,2,18,40,61,32,26,10,2,3,4,6,13,19,30,74,28,8,10,8,22
3,-0.021473316727500014,0.03320720134600001,0.045780468117000046,2.5987193889424836,1.5786756189284072,2.152471888870203,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,3.2646944248220113,25.0,3850.0,3850.0,7,5,4,18,34,53,48,19,9,3,1,6,2,19,58,61,34,11,5,3,1,7,12,20,25,74,34,12,7,8,22
4,-0.02084018821100002,-0.01885325509900003,0.034059512644,2.5683362311234825,1.5995012886224842,1.9480632501404544,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,3.1499858965203784,4675.0,3875.0,600.0,7,2,6,7,21,31,58,43,14,11,1,4,3,29,63,42,37,12,7,2,6,11,12,24,69,34,25,10,4,5,22
5,-0.04724492891799999,-0.053929021195999995,0.048800789464500005,2.718056809999597,1.4382676699890609,2.145411152444911,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,3.26809002903705,1275.0,3775.0,3250.0,7,2,6,9,18,18,50,58,18,14,7,32,43,31,30,17,21,9,5,5,6,15,16,20,80,38,10,5,9,1,22
6,-0.05705775927500002,-0.010982743522999994,0.033618322703499987,2.766084741729481,1.5583369545807824,2.264220397783489,2.643718577388654e-17,2.643718577388654e-17,2.643718577388654e-17,3.421834146940079,2550.0,3925.0,1975.0,8,1,7,11,17,21,48,58,18,11,2,2,18,37,45,45,21,16,10,4,4,12,19,18,68,47,16,4,9,3,22
7,-0.01103702165349999,0.019633470882499976,-0.006668569801499978,2.900985884296997,1.7706909230422212,2.2779242248022817,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,3.59889462056793,1200.0,3825.0,150.0,5,4,7,10,22,30,62,36,19,5,2,15,34,53,45,29,14,5,1,2,4,6,15,19,51,61,23,10,10,1,22
8,0.031307680165000046,0.025507732086999968,-0.021860096547499968,2.9491198138767953,1.7222569708211015,2.2338414782794036,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,3.6101780954933105,1200.0,3825.0,1175.0,5,3,8,9,21,35,57,36,20,6,3,12,36,59,41,28,13,5,1,2,3,5,9,18,18,63,45,18,10,11,22
9,0.08519907522550003,0.00693933757199997,-0.055788663947,2.9378361753999753,1.72035397108386,2.2830390733549546,2.2204460492503132e-17,2.2204460492503132e-17,2.2204460492503132e-17,3.662366118975102,2400.0,3650.0,775.0,5,4,8,10,16,26,43,52,19,17,3,5,23,46,46,30,18,16,7,6,2,21,21,20,76,29,18,5,6,2,22
