window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.048248325557000024,0.06978927275000003,0.0035190565439999367,3.7065052266981464,2.0226230293415766,4.120275896676127,3.552713678800501e-17,3.552713678800501e-17,3.552713678800501e-17,4.756126678593527,25.0,2975.0,2575.0,4,4,9,13,38,78,31,16,3,4,2,3,10,15,45,82,23,13,4,3,12,21,38,73,31,10,8,4,2,1,7
1,0.04605742439299999,-0.03927124124349998,0.08126021935099999,4.6938046886678615,2.159664689786537,4.00791240616739,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,5.789648006849492,25.0,100.0,3925.0,6,10,15,22,40,45,38,14,3,7,3,7,22,42,63,32,12,7,8,4,12,14,17,36,62,31,9,6,9,4,7
2,-0.08635706164550004,-0.09207775880850001,0.027888806403499965,4.8317727809350215,1.9813233027982398,3.6559634808788566,9.325873406851315e-17,9.325873406851315e-17,9.325873406851315e-17,5.524339607816801,25.0,2250.0,2900.0,9,13,21,22,30,43,43,11,1,7,17,34,68,34,23,7,7,6,2,2,14,12,20,29,81,27,5,4,2,6,7
3,-0.16043463612749992,-0.050465521086499994,0.00668089804599999,4.639777070142897,1.9805303770490332,3.8237509365764493,2.142730437526552e-16,2.142730437526552e-16,2.142730437526552e-16,5.445031364641811,25.0,25.0,3250.0,9,10,17,22,31,46,39,17,3,6,11,27,76,31,30,10,4,6,3,2,20,14,22,44,56,27,2,5,3,7,7
4,0.023780653260999915,0.0678268392035,-0.023946237038000057,4.538679774888067,2.28017441006449,3.9929845385057234,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,5.659816504043116,2225.0,4450.0,4675.0,10,4,18,20,24,42,45,24,6,7,3,13,40,58,42,18,8,7,7,4,2,14,23,17,67,46,16,2,6,7,7
5,0.12866013407450008,0.07866545185949998,-0.020296629171000023,4.375375676553692,2.467695203396724,3.6374358023827797,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,5.419318260822546,4475.0,4475.0,4950.0,8,3,17,21,27,44,40,30,3,7,4,16,50,42,41,16,11,8,5,7,2,11,20,18,80,43,14,3,2,7,7
6,-0.09414925406449999,-0.045458520854000053,0.062179105307499934,4.532086450143738,2.0959737911886567,3.349839190935148,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,5.1881671517634675,25.0,25.0,3275.0,7,8,12,23,27,50,36,29,2,6,7,32,50,36,37,16,12,6,1,3,11,11,18,43,71,31,3,4,1,7,7
7,-0.03159649760250001,-0.04418496851650003,-0.11807231365150002,4.504678052228527,1.954295441961852,3.4053558126859524,3.83026943495679e-17,3.83026943495679e-17,3.83026943495679e-17,5.200768519077476,25.0,3475.0,2975.0,8,8,10,23,22,49,48,25,3,4,14,40,52,41,27,9,10,4,2,1,12,17,20,34,65,37,3,3,3,6,7
8,0.16983723343200002,0.0034525082344999667,-0.055668780047499894,4.446177903407805,2.1916712424990865,3.7132777344615877,1.1546319456101628e-16,1.1546319456101628e-16,1.1546319456101628e-16,5.411658997522034,1100.0,50.0,1125.0,8,7,14,21,19,54,49,18,7,3,2,6,13,55,60,32,15,10,5,2,7,19,18,26,68,37,11,2,3,9,7
9,-0.056495448187500005,0.06465176042850004,0.11449164985250011,4.6673037961051165,2.2983066050626477,4.152741029020306,5.35682609381638e-17,5.35682609381638e-17,5.35682609381638e-17,5.710725117530461,1100.0,2350.0,1225.0,6,6,17,20,23,50,41,22,9,6,1,7,10,47,54,28,28,13,7,5,3,11,12,23,81,42,12,5,9,2,7
10,-0.12135172880450001,-0.03185471017549999,0.04668152584850003,4.554390922162419,2.2180976760219493,3.891846943357578,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,5.538270548291874,2125.0,75.0,3850.0,3,9,13,22,20,43,43,33,6,8,6,21,28,43,39,21,27,8,3,4,3,8,14,24,79,50,8,7,4,3,7
11,0.06370923154950008,-0.09359139886300007,-0.12469273179949997,4.296576797202673,2.2534560247235307,3.5078088693501064,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,5.376562060954699,3325.0,3425.0,625.0,8,8,22,21,29,39,33,30,4,6,5,19,19,40,26,32,23,20,7,9,14,15,20,54,62,22,2,2,6,3,7
12,0.08203291430100006,0.12593788116799995,-0.08362447584399992,4.127668041686106,2.6197326904120297,3.7683539803976207,5.662137425588298e-17,5.662137425588298e-17,5.662137425588298e-17,5.5227122520756255,1125.0,4525.0,1075.0,6,8,22,25,35,38,32,23,7,4,8,21,57,39,32,16,9,9,3,6,21,16,23,59,44,22,2,3,6,4,7
13,-0.034818986887000046,0.07044775775600004,0.1068255362549999,4.031546714072331,2.6635329425056753,3.8299864986761722,1.1324274851176597e-16,1.1324274851176597e-16,1.1324274851176597e-16,5.411078924311787,25.0,4500.0,4800.0,5,9,19,27,35,43,33,19,7,3,3,3,27,62,51,23,17,2,7,5,3,9,16,28,76,43,10,3,9,3,7
14,-0.013922550632,-0.14237551251000008,0.0825697954875,3.9691503909817683,2.2656300415546893,3.521605892271235,1.509903313490213e-16,1.509903313490213e-16,1.509903313490213e-16,5.0987397334140185,1150.0,1250.0,4100.0,6,9,14,19,33,37,44,25,8,5,4,3,34,44,57,35,19,1,2,1,3,6,16,33,70,49,11,3,7,2,7
15,0.030586478078500047,-0.04739539449699997,-0.08903724044049996,3.9623465470863177,2.177522702876296,3.4861693593121688,6.106226635438361e-18,6.106226635438361e-18,6.106226635438361e-18,5.119030870204345,3375.0,25.0,675.0,7,6,20,19,37,45,34,24,2,6,4,5,28,32,33,36,37,18,5,2,11,12,21,49,66,25,4,4,3,5,7
16,-0.05290658168449998,-0.001800544780999962,-0.01521238185950004,3.7264809902282674,2.1406046838610098,4.069692825131649,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,5.21898009202673,1125.0,3400.0,3400.0,5,6,17,27,41,45,31,20,4,4,4,10,27,37,42,26,32,14,4,4,15,13,21,47,68,16,6,3,7,4,7
