window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.008563948394999982,0.023215085533999997,-0.00030112598550000144,1.0938076815546072,0.7358072266723996,2.5425919815478912,7.771561172376097e-18,7.771561172376097e-18,7.771561172376097e-18,1.7183638473792036,25.0,1000.0,775.0,2,1,5,18,106,53,8,5,0,2,2,7,9,12,68,68,13,9,9,3,9,8,13,140,22,2,1,0,2,3,23
1,-0.004355483841500007,0.050433303319499995,0.002118750871499966,1.5243835895088853,1.167509133615507,2.9165760627361075,3.3306690738754695e-17,3.3306690738754695e-17,3.3306690738754695e-17,2.7416920894499213,2400.0,3500.0,3925.0,2,4,17,34,56,55,20,7,1,4,4,5,16,19,41,51,31,27,4,2,9,18,33,86,38,9,2,0,2,3,23
2,-0.018384751586500013,-0.011138335006499984,0.009922139908000003,2.1168513908426907,1.299608491397162,2.4723417567972685,2.886579864025407e-17,2.886579864025407e-17,2.886579864025407e-17,3.023575889021322,25.0,1625.0,2400.0,8,10,16,17,32,44,37,20,10,6,2,5,6,14,15,59,54,34,7,4,12,21,35,66,39,14,5,4,2,2,23
3,0.03163335460699999,-0.04168652005049999,0.021044353802500016,2.524449668388484,1.5191408055167654,2.517867678197072,5.773159728050814e-17,5.773159728050814e-17,5.773159728050814e-17,3.3889352637730616,25.0,4900.0,4875.0,12,17,13,22,21,31,32,33,15,4,3,3,5,7,14,37,72,34,15,10,15,20,25,85,32,9,3,6,3,2,23
4,0.04124468640100003,-0.060526578112500014,-0.015849536767000006,2.7760344231795178,1.62133943995732,2.4688729432675207,4.662936703425657e-17,4.662936703425657e-17,4.662936703425657e-17,3.5481387418524433,1175.0,1175.0,2400.0,6,17,13,15,22,27,40,31,22,7,6,2,4,7,18,41,47,51,12,12,14,24,23,89,31,7,2,4,4,2,23
5,-0.05898662924400004,-0.03178197624449999,-0.035043142659500016,3.0944098528143362,1.496530465586084,2.4739832888542637,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,3.6899647358975574,1150.0,4225.0,350.0,7,16,20,15,21,34,45,26,11,5,4,4,4,5,18,32,34,48,39,12,12,26,21,95,29,6,0,3,5,3,23
6,0.008198578912999988,0.049372690965000035,0.021994153530499973,3.3207273823067363,1.5095754120333091,2.4079551793966982,3.663735981263017e-17,3.663735981263017e-17,3.663735981263017e-17,3.7816783210503275,1125.0,2300.0,3325.0,8,13,23,15,27,30,46,27,3,8,5,2,5,7,30,42,49,34,22,4,17,21,24,92,26,7,3,3,3,4,23
7,-0.04499335415700004,0.055017768186000036,0.074068805016,3.4593152120459423,1.5752751650082475,2.6040848847334472,1.273980920757367e-16,1.273980920757367e-16,1.273980920757367e-16,3.9937823544903233,1150.0,4650.0,1850.0,9,18,22,15,23,30,36,33,9,5,4,3,5,1,11,36,66,45,21,8,18,23,22,79,33,10,5,2,1,7,23
8,-0.009239061191999961,0.03411246918250001,-0.051603780492499966,3.346208877284569,1.540065349340306,2.6582578554122462,1.2545520178264268e-16,1.2545520178264268e-16,1.2545520178264268e-16,4.029862069934953,3975.0,25.0,4200.0,12,22,15,16,17,20,31,29,27,11,4,3,4,2,9,33,66,50,22,7,22,24,22,65,44,8,4,3,2,6,23
9,0.04885165198750006,0.015007697682499934,-0.1290559943195,3.1065314976728318,1.5346049260682455,2.6465333974032497,8.43769498715119e-17,8.43769498715119e-17,8.43769498715119e-17,3.910987098468768,1650.0,2900.0,2950.0,9,23,15,15,22,22,32,30,25,7,6,2,7,12,37,46,50,26,9,5,27,19,21,71,35,11,3,5,5,3,23
