window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.018323062905499996,-0.028781718483499995,0.05468387282799998,2.041349306733339,1.4779771135090953,2.710257791803618,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,2.9896242433785445,3200.0,1150.0,1075.0,3,5,14,22,25,71,37,9,10,4,2,0,6,7,13,48,72,32,14,6,5,7,19,59,58,30,12,4,1,5,3
1,0.06817267618850001,-0.08160498700749999,-0.05499977783299996,2.352594685614071,1.9286741565611372,3.23959063199943,1.7208456881689926e-17,1.7208456881689926e-17,1.7208456881689926e-17,3.983600824113397,1125.0,1200.0,3475.0,4,3,14,20,32,44,44,24,11,4,6,2,9,10,24,58,53,26,11,1,10,17,19,32,45,48,18,4,4,3,3
2,-0.05987394120649998,-0.0074971140015000345,-0.07951721154600003,2.573307996593065,2.232514110345057,3.3449137250140892,7.438494264988549e-17,7.438494264988549e-17,7.438494264988549e-17,4.34302677140734,3550.0,4225.0,4275.0,7,4,9,18,31,37,50,34,4,6,7,6,7,15,33,60,41,13,14,4,10,23,15,27,47,48,17,4,4,5,3
3,-0.008983976188500008,0.08273271078800008,0.05725643152149998,2.6658820915900328,2.330621742261877,3.4838260414800772,1.0325074129013956e-16,1.0325074129013956e-16,1.0325074129013956e-16,4.53832409029225,2325.0,4150.0,2325.0,5,5,14,19,32,33,51,28,6,7,2,4,9,11,18,46,65,23,14,8,2,12,23,19,54,53,23,4,5,5,3
4,0.026384878153999983,0.03970533527649997,0.09815664977399996,2.517992856215142,2.2724814261399966,3.6691203694691414,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,4.5398386477820205,1150.0,4475.0,1375.0,2,10,12,28,33,39,42,21,8,5,3,4,8,11,15,35,61,44,13,6,6,10,23,18,49,59,20,5,3,7,3
5,-0.0792778925255,0.03150308615400005,0.04503705973649996,2.4424472622225406,2.2268657672212777,3.527312315254796,1.1102230246251566e-17,1.1102230246251566e-17,1.1102230246251566e-17,4.408924592516923,25.0,4750.0,3575.0,11,12,19,36,34,33,35,11,5,4,4,8,5,14,24,42,53,32,12,6,14,14,20,27,56,50,5,4,7,3,3
6,0.03425521055899999,0.010698999956500027,-0.07088384891949998,2.5106993559033484,2.1262255567837083,3.3424271103629746,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,4.337916780021606,1200.0,4300.0,2500.0,15,19,25,23,37,27,28,14,6,6,8,5,5,14,35,39,48,28,11,7,13,18,19,37,55,38,9,5,4,2,3
7,0.05260134315950005,0.022422144799,-0.18925885537400014,2.5557727191384316,2.006306021904276,3.4236235312077934,5.329070518200751e-17,5.329070518200751e-17,5.329070518200751e-17,4.373861098909303,2400.0,3725.0,3550.0,9,17,17,31,37,36,23,19,5,6,7,6,12,11,23,35,48,36,14,8,13,24,15,23,46,43,20,5,6,5,3
8,-0.06391465157249998,0.04046709363299992,-0.05816827859550001,2.4507274065976006,2.0579640605370337,3.562345981543111,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,4.394786286524883,2375.0,3075.0,2400.0,9,15,13,27,36,45,35,13,4,3,6,5,10,13,16,38,49,37,15,11,14,21,15,16,49,44,19,8,7,7,3
9,-0.01804121509499999,-0.02147951830700006,0.16964517848850005,2.429672940208273,2.1022842301456177,3.903881693232814,7.327471962526034e-17,7.327471962526034e-17,7.327471962526034e-17,4.56717924570714,1200.0,125.0,1175.0,8,11,17,31,22,43,38,23,2,5,9,6,5,13,17,40,53,31,16,10,2,2,18,21,22,54,51,13,7,10,3
