window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.033507213623499996,0.011930168202500006,0.006637234694499993,0.9216531935275938,0.7757903481556895,1.5566110604976107,3.441691376337985e-17,3.441691376337985e-17,3.441691376337985e-17,1.4436965483453061,25.0,875.0,3375.0,4,2,4,16,53,90,17,9,1,4,2,5,5,19,46,90,21,6,2,4,2,7,18,28,96,19,14,11,1,4,20
1,0.008795592030500012,0.03753134012749999,0.037631117593999966,1.5073389822871937,1.2077695647982738,2.0976986521865215,1.8873791418627663e-17,1.8873791418627663e-17,1.8873791418627663e-17,2.425172642687028,25.0,3425.0,3575.0,1,5,8,18,22,38,43,37,19,9,4,10,21,38,74,30,12,8,0,3,3,14,39,36,60,25,10,6,6,1,20
2,0.012213173905999984,0.029277914352000018,-0.026428121520499986,1.8234537142240956,1.3176111666853931,2.3580049000725465,5.995204332975846e-17,5.995204332975846e-17,5.995204332975846e-17,2.9554434860095533,1700.0,3700.0,4425.0,3,9,12,18,22,15,27,44,36,14,2,9,34,63,48,21,10,6,4,3,7,21,34,39,57,24,5,5,5,3,20
3,-0.04151724684249998,-0.007212985182500045,-0.0335304633615,1.9872729499058943,1.2684959413032038,2.4452758672478785,2.942091015256665e-17,2.942091015256665e-17,2.942091015256665e-17,3.039111798848897,1700.0,3650.0,4175.0,2,0,9,15,14,23,24,40,58,15,15,45,56,41,22,2,8,4,4,3,3,14,35,24,64,42,6,1,7,4,20
4,-0.04301579993349997,-0.016600568880999995,0.01373033134799996,1.9332610802011956,1.364149099043773,2.378434900680674,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,2.9846295888135472,25.0,3575.0,3600.0,2,1,5,15,14,24,24,43,55,17,14,60,70,27,10,4,3,6,3,3,2,10,38,24,68,41,3,3,6,5,20
5,0.04322878492749992,-0.016010701041000056,0.0024696869499999828,1.826599527256237,1.4363107544408409,2.3684189695988076,5.662137425588298e-17,5.662137425588298e-17,5.662137425588298e-17,2.940072307448486,25.0,4125.0,4825.0,2,6,7,13,19,18,32,50,34,19,22,68,60,19,14,1,4,3,6,3,8,28,28,60,51,11,3,3,3,5,20
6,0.014709322693999972,-0.0273248776105,0.047981153055499985,1.833427196442916,1.373396022521768,2.389163799958482,3.7747582837255325e-17,3.7747582837255325e-17,3.7747582837255325e-17,2.9461392989551483,25.0,3750.0,1800.0,1,8,9,7,20,21,31,46,42,15,13,59,56,38,12,5,4,4,5,4,9,27,25,64,45,17,2,2,6,3,20
7,-0.04239338051699998,-0.06762914241849999,0.03218420016899993,1.800007176434921,1.4395010647877766,2.419000449531917,8.881784197001253e-18,8.881784197001253e-18,8.881784197001253e-18,2.997147006079012,2075.0,3550.0,4800.0,3,12,10,20,17,16,28,46,34,14,24,63,54,34,7,4,3,3,5,3,23,22,23,64,39,17,1,1,5,5,20
8,-0.013685702983999974,-0.03664623195299999,-0.056116273415499886,1.792355055761179,1.5302462401688952,2.4490974898802347,1.27675647831893e-17,1.27675647831893e-17,1.27675647831893e-17,3.0476981406785497,25.0,1250.0,1175.0,2,10,13,18,20,22,41,43,22,9,29,80,49,18,6,6,4,3,4,1,24,27,25,61,36,15,1,1,7,3,20
9,0.03947577188599998,0.017870298301500043,-0.12083220367649995,1.7376202103255372,1.5262878215957505,2.458828006326365,4.9960036108132046e-17,4.9960036108132046e-17,4.9960036108132046e-17,3.0405147590550876,3575.0,3575.0,4275.0,3,7,14,13,26,18,41,49,23,6,26,73,63,14,5,8,2,3,4,2,29,31,22,55,36,11,4,3,2,7,20
