window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.029239625013500012,-0.018797159810999983,0.035354880492499983,1.3950471745545303,1.2546181415590538,1.5537311172028678,3.9968028886505634e-17,3.9968028886505634e-17,3.9968028886505634e-17,1.9832405106902262,25.0,25.0,2725.0,1,6,11,18,45,78,27,9,3,2,2,14,16,38,69,37,19,0,3,2,3,9,11,22,79,43,13,9,5,6,18
1,0.05920632664400003,-0.05391609081149996,0.026271780354499993,2.960676749646177,1.7220941525881714,3.0635925790414245,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,3.842865436273852,1025.0,1025.0,4475.0,4,11,24,30,54,45,19,5,5,3,5,6,18,36,47,24,35,18,8,3,17,15,24,79,41,11,4,3,3,3,18
2,-0.01048494565849996,-0.020074468585499963,0.027678604591000033,3.869214251476401,2.3102261200721177,4.039635100538645,1.2434497875801754e-16,1.2434497875801754e-16,1.2434497875801754e-16,5.401177369574785,2000.0,3325.0,1000.0,10,17,30,21,27,42,28,12,7,6,12,15,28,57,26,35,22,1,2,2,2,19,24,17,56,50,16,2,5,9,18
3,0.022356555322499912,0.07781741932450008,-0.023005301461499948,4.124637921661193,2.474574123043567,4.233532846582652,4.884981308350689e-17,4.884981308350689e-17,4.884981308350689e-17,5.830941975603339,25.0,50.0,3850.0,8,26,27,21,22,30,33,21,3,9,11,22,29,42,27,35,27,3,2,2,2,26,16,17,54,50,16,7,3,9,18
4,-0.03903880159100002,0.006430523336500047,0.013849711095,4.305894216992858,2.2704800359919446,3.861712532523021,5.162537064506978e-17,5.162537064506978e-17,5.162537064506978e-17,5.714741926657754,1000.0,3050.0,3875.0,5,19,26,24,19,22,37,27,11,10,1,3,11,21,34,36,35,33,18,8,22,17,8,41,64,23,11,6,3,5,18
5,-0.09770754208350002,0.04687657969350003,-0.005849624446500013,4.22552842867663,2.1489663925000455,3.822697096981771,1.021405182655144e-16,1.021405182655144e-16,1.021405182655144e-16,5.5681788021129455,3900.0,25.0,2100.0,6,17,29,23,20,28,40,17,15,5,1,3,8,19,30,51,33,31,17,7,14,15,12,34,54,39,16,8,3,5,18
6,0.0811522182345,-0.03408684693749998,-0.2007549946645,4.062378789788067,2.0600292228815604,4.207999267281292,1.5987211554602254e-16,1.5987211554602254e-16,1.5987211554602254e-16,5.641071942062064,1900.0,825.0,2500.0,10,14,31,21,21,34,32,17,16,4,3,10,23,30,33,26,14,27,17,17,21,13,12,25,56,41,15,8,2,7,18
7,0.06291922771150002,-0.009272492924999948,0.0012424984720000437,4.146174413156834,2.1999947005013185,4.066331524416426,7.993605777301127e-17,7.993605777301127e-17,7.993605777301127e-17,5.69452355850905,975.0,4175.0,1925.0,9,21,29,15,21,32,36,19,10,8,8,11,30,28,24,22,17,41,15,4,14,13,18,17,61,44,13,9,4,7,18
8,0.019108202463500014,0.04198442009400005,0.18552760379249972,4.369138708356631,2.2561332523398856,4.091418724420835,1.4654943925052067e-16,1.4654943925052067e-16,1.4654943925052067e-16,5.928936274303819,3900.0,975.0,4825.0,10,27,25,18,21,34,32,20,6,7,7,10,20,20,23,34,29,36,15,6,23,17,11,25,67,24,14,7,4,8,18
9,-0.07090358222099999,-0.132824510541,0.06491406289300003,4.372854416870629,2.284067235417085,3.8374266576482245,1.8207657603852566e-16,1.8207657603852566e-16,1.8207657603852566e-16,5.8415217978585465,950.0,4175.0,4450.0,26,31,16,19,17,27,37,15,9,3,11,8,19,16,17,35,40,25,22,7,24,16,11,31,56,30,15,6,5,6,18
10,0.0034412692110000354,0.05488911939349996,-0.05611097399750006,4.347530692312008,2.2297418291847344,4.038477295334191,6.217248937900877e-17,6.217248937900877e-17,6.217248937900877e-17,5.903537625142018,2875.0,25.0,4000.0,23,27,15,17,20,25,30,22,17,4,8,14,17,18,22,41,36,21,19,4,11,24,11,18,57,42,15,10,6,6,18
11,0.05457248210700001,-0.005959635839499916,-0.17816817548200006,4.324771918899947,2.4089202934153593,4.514731927014282,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,6.240542458302907,950.0,1000.0,3800.0,10,27,22,17,20,30,23,26,19,6,10,22,13,25,36,37,19,20,13,5,9,30,14,16,63,35,18,3,8,4,18
12,0.023214708185499967,0.020261057442499952,0.001451809986500089,4.058798349758347,2.5478177282921246,4.208897238026478,8.826273045769995e-17,8.826273045769995e-17,8.826273045769995e-17,5.913338893301205,2850.0,3100.0,3775.0,6,25,26,17,20,30,31,23,14,8,12,23,13,26,32,31,21,20,18,4,5,26,17,16,76,28,17,4,8,3,18
13,0.04027581520550001,0.04361196473349997,0.113319659745,3.9214931234493955,2.3070575352371856,4.040507655404872,1.1546319456101628e-16,1.1546319456101628e-16,1.1546319456101628e-16,5.596915332960856,975.0,1925.0,4775.0,14,26,24,17,25,29,25,20,14,6,9,21,10,20,31,25,26,31,16,11,27,11,12,25,78,13,15,7,4,8,18
14,-0.1663112389655,-0.09907740603749998,0.04990071786149999,4.070807177515057,2.195562173555859,3.9661513828212374,2.1538326677728036e-16,2.1538326677728036e-16,2.1538326677728036e-16,5.640015316223318,3800.0,4100.0,600.0,32,20,18,19,26,23,24,23,11,4,13,22,12,22,34,26,25,26,16,4,26,13,8,22,70,30,10,10,4,7,18
15,-0.06176812057550001,0.11459211695700003,0.0009899386704999714,4.1954951243506295,2.193691473277061,3.8801381429517057,9.214851104388799e-17,9.214851104388799e-17,9.214851104388799e-17,5.637020913175668,1925.0,1100.0,2900.0,17,30,22,30,26,25,27,16,5,2,8,22,10,12,37,26,25,26,29,5,22,13,7,26,71,27,14,10,2,8,18
16,0.061956473486999945,0.004128147416500016,-0.08410214827199992,4.252996337105738,2.3115493010304777,4.046629414317206,8.881784197001253e-17,8.881784197001253e-17,8.881784197001253e-17,5.813805066661389,950.0,1250.0,1825.0,17,28,22,29,28,24,27,16,6,3,8,17,11,11,34,33,23,29,23,11,20,14,9,16,73,30,13,12,4,9,18
17,-0.09243261262549998,-0.12300111511350005,0.12110520901100007,4.264687561267439,2.479924808299479,3.95958645670069,1.865174681370263e-16,1.865174681370263e-16,1.865174681370263e-16,5.887819167080463,2825.0,25.0,4325.0,14,30,21,20,25,30,20,27,8,5,11,24,10,19,42,21,22,31,16,4,19,13,11,12,76,35,9,15,3,7,18
18,0.05313851259950003,0.11713655840149997,0.02731157048850007,4.225320535045824,2.3248433298278828,4.08866135950355,1.3100631690576846e-16,1.3100631690576846e-16,1.3100631690576846e-16,5.868361682624602,950.0,4000.0,4825.0,11,27,22,19,23,26,24,27,14,7,13,18,16,25,31,23,27,31,12,4,24,12,12,18,79,24,6,15,1,9,18
19,0.03709373624950012,-0.011564533940000057,-0.149334868494,4.253449337984481,2.257550881833221,4.1229193588714494,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,5.8675007310577465,925.0,25.0,2775.0,27,20,19,25,21,20,17,27,18,6,10,15,11,17,29,34,14,30,29,11,28,13,9,19,78,23,5,15,4,6,18
20,-0.047541573069999975,-0.11529454275199999,0.07382636254900006,4.23769363331098,2.4500471580735717,3.7848636262126045,1.2434497875801754e-16,1.2434497875801754e-16,1.2434497875801754e-16,5.702433409549948,2850.0,3125.0,1475.0,29,15,23,25,25,22,13,30,12,6,18,15,12,19,33,22,22,47,9,3,24,10,8,21,76,25,12,15,2,7,18
21,0.05688104256749995,0.10913718800000007,0.023344616354000074,4.204983602820582,2.3406807977471504,3.927169497928142,1.7763568394002506e-16,1.7763568394002506e-16,1.7763568394002506e-16,5.7146840380017725,1875.0,4925.0,3750.0,24,23,23,22,27,23,23,23,7,5,13,13,11,18,34,25,27,44,13,2,20,15,10,22,69,30,12,12,1,9,18
22,0.04238635015450001,0.010445622030999985,-0.18234672929250004,4.121805724283139,2.2900495375063983,4.0269453547187535,9.325873406851315e-17,9.325873406851315e-17,9.325873406851315e-17,5.699985889192818,2825.0,4450.0,4600.0,12,24,26,26,21,25,30,27,6,3,15,16,13,23,32,23,31,33,12,2,23,17,9,28,68,24,14,6,5,6,18
23,0.013530607421999994,-0.07889090565949998,0.0459816445365,3.9910246907163334,2.389170144699532,3.827122632836535,2.6645352591003756e-17,2.6645352591003756e-17,2.6645352591003756e-17,5.553192792887062,3775.0,4750.0,4275.0,11,25,23,19,21,32,32,22,13,2,17,20,18,22,24,26,31,29,10,3,21,10,11,24,82,22,15,4,4,7,18
24,0.030683011729999952,0.04363758271550007,0.10857859806399998,4.2124901172697955,2.2299566090712637,4.1024000403078835,1.7763568394002506e-16,1.7763568394002506e-16,1.7763568394002506e-16,5.848477586438574,925.0,3875.0,4700.0,19,25,22,16,22,28,23,23,18,4,13,18,20,25,22,36,28,26,10,2,25,10,14,20,76,20,12,8,6,9,18
25,-0.005512185155000009,-0.06403405802649993,-0.16665213386599997,4.502497107073193,2.341449425821549,4.434636925089306,1.0880185641326534e-16,1.0880185641326534e-16,1.0880185641326534e-16,6.285343913141763,3750.0,25.0,2825.0,17,28,20,14,19,27,18,31,19,7,2,9,18,21,38,37,30,22,16,7,13,24,13,20,64,27,17,12,5,5,18
26,0.018519660852499974,0.007694036164000038,0.038441885380999984,4.352929563776901,2.8666887007356974,4.433652497196348,5.10702591327572e-17,5.10702591327572e-17,5.10702591327572e-17,6.315290170068027,25.0,25.0,2825.0,16,25,19,21,27,31,17,25,14,5,5,17,20,31,33,27,31,20,14,2,9,21,10,20,79,26,17,7,6,5,18
27,0.05641311717549998,0.10199430581900003,0.13629864918999998,4.106229874379066,2.8507727923323833,4.190859237101987,1.176836406102666e-16,1.176836406102666e-16,1.176836406102666e-16,5.991093776074982,25.0,4650.0,925.0,23,19,23,26,28,27,17,25,6,6,3,22,14,28,33,34,31,20,13,2,3,24,9,24,74,34,15,5,8,4,18
