window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.0030671318845000074,0.017322565826999994,0.001664326820499974,0.91892051339223,0.8851917611821393,1.0646235447989725,3.3306690738754695e-18,3.3306690738754695e-18,3.3306690738754695e-18,1.4378081426907743,25.0,1850.0,3300.0,5,18,22,44,49,35,18,6,2,1,2,0,1,11,33,50,44,34,17,8,1,1,3,3,16,46,80,30,14,6,11
1,-0.015818024012999997,0.019872226813500003,0.008816927261500011,0.8934564828608544,1.0925800482998111,1.6906079063106552,1.3912482277333992e-17,1.3912482277333992e-17,1.3912482277333992e-17,1.7986139306345204,25.0,4700.0,600.0,5,19,20,42,53,41,12,4,3,1,3,0,11,40,62,40,23,14,4,3,2,9,10,12,100,42,13,8,1,3,11
2,-0.0028474581404999955,-0.062101476792,0.048158780825000004,1.0372981893441453,1.2131243792061488,2.3566574363194035,1.7763568394002505e-17,1.7763568394002505e-17,1.7763568394002505e-17,2.3994532241304496,25.0,2100.0,2150.0,4,7,19,25,34,37,44,18,9,3,4,19,45,62,35,15,8,6,4,2,5,16,19,34,60,38,13,6,5,4,11
3,0.014326947930500019,0.01670335962149999,-0.005941441100000023,1.2013034954974975,1.436435428987664,2.704322173307996,2.0816681711721684e-18,2.0816681711721684e-18,2.0816681711721684e-18,2.8932575412390626,25.0,4075.0,3575.0,5,12,25,27,24,18,38,35,13,3,14,37,58,45,21,6,7,5,4,3,6,23,19,30,47,34,21,5,10,5,11
4,0.007634502568500025,0.026295530008000032,-0.01552951204350003,1.1577433491974354,1.5232080508532848,2.6672540093485027,6.88338275267597e-17,6.88338275267597e-17,6.88338275267597e-17,2.892366701260753,2425.0,4025.0,1575.0,9,21,23,21,16,16,33,31,28,2,35,54,45,33,6,9,4,7,3,4,1,3,24,25,35,53,34,10,8,7,11
5,-0.015948314225499992,-0.0519434713425,0.06860957514650003,1.0544159398959805,1.466084415120438,2.6607133767428364,4.718447854656915e-17,4.718447854656915e-17,4.718447854656915e-17,2.7898263157289604,1050.0,1975.0,4650.0,5,16,20,29,14,21,22,37,30,6,29,65,47,28,7,7,5,6,4,2,1,4,22,21,33,60,36,7,8,8,11
6,0.0036317676399999937,0.030961637759000037,-0.027294915762000018,1.0186805122362814,1.4465763329052024,2.9444019429674624,2.2204460492503132e-17,2.2204460492503132e-17,2.2204460492503132e-17,2.9318795172617604,200.0,4050.0,1000.0,5,6,20,22,23,13,26,39,37,9,16,58,42,31,17,9,6,10,2,9,5,14,24,26,58,34,20,5,11,3,11
7,0.0016214667800000038,-0.03469097966350004,-0.047823688364,1.2160307685771892,1.4022824816156607,3.0483905974631664,4.912736883966318e-17,4.912736883966318e-17,4.912736883966318e-17,3.0899910765892606,1375.0,25.0,525.0,11,11,21,25,22,23,45,34,6,2,13,60,56,34,13,11,7,4,1,1,6,16,22,27,55,31,24,8,6,5,11
8,-0.0032123232009999957,-0.0013751375735000127,-0.020738392637500005,1.226064064036231,1.5206726459296993,2.818466832275248,5.551115123125783e-18,5.551115123125783e-18,5.551115123125783e-18,3.0096626534646247,1375.0,4000.0,2600.0,8,14,23,25,24,28,32,36,7,3,16,51,67,35,9,8,3,5,3,3,3,24,19,28,57,29,21,9,8,2,11
9,0.0018734720439999909,0.007050438465999961,-0.06728376492900004,1.0029844158701866,1.464274400432044,2.6010810164078624,4.218847493575595e-17,4.218847493575595e-17,4.218847493575595e-17,2.7359881545515994,625.0,25.0,3650.0,5,22,15,22,23,32,46,26,5,4,32,63,46,30,7,4,5,5,5,3,3,12,22,24,35,43,38,8,5,10,11
10,-0.0219818100345,0.01989907984849999,-0.019136722190999975,1.0067012935806723,1.4202217919302758,2.77245264767299,3.3861802251067274e-17,3.3861802251067274e-17,3.3861802251067274e-17,2.8294769254033714,2000.0,1975.0,550.0,16,25,16,20,17,25,39,27,12,3,19,55,52,26,21,7,4,8,5,3,5,12,20,27,46,36,31,8,6,9,11
11,-0.00709368546449998,-0.004524465274499937,0.0010017471260000321,1.0673488191151874,1.4921509091414449,2.8165514048519578,1.8318679906315084e-17,1.8318679906315084e-17,1.8318679906315084e-17,2.940128775831587,2000.0,4000.0,3000.0,13,19,22,26,16,18,29,33,20,4,10,47,56,34,26,4,8,4,6,5,5,14,20,21,48,38,30,10,4,10,11
12,0.005288724776499994,-0.005462455297000044,0.003910310550000006,1.0028203225619312,1.3960417718802778,2.806460719480802,4.996003610813204e-18,4.996003610813204e-18,4.996003610813204e-18,2.884335550868783,1000.0,2000.0,4600.0,12,20,14,24,21,17,34,38,18,2,8,44,51,40,28,8,8,4,5,4,5,26,14,27,40,35,32,3,8,10,11
13,-0.001590829131999984,0.016719552193500048,0.06807077575500002,1.0393813123347497,1.2913346819157234,2.7642893871915604,2.851885394505871e-17,2.851885394505871e-17,2.851885394505871e-17,2.7953547357445756,4675.0,3000.0,1000.0,9,18,17,16,13,28,36,42,19,2,31,53,36,29,23,6,8,5,8,1,7,19,16,28,47,31,31,1,11,9,11
14,0.020269564511999995,0.010560133181999973,0.011927116245000015,1.0643086795758272,1.4372926612528163,2.856187602281978,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,2.925862777031435,425.0,1000.0,4625.0,11,16,15,14,17,26,27,46,19,9,31,68,40,27,10,8,6,6,2,2,12,21,19,30,45,37,17,6,9,4,11
15,-0.014354218265999983,-0.01377937163999994,0.03780994142400002,1.061714313196437,1.5028618321297658,2.761844406434721,4.107825191113079e-17,4.107825191113079e-17,4.107825191113079e-17,2.883040719022644,2025.0,975.0,3175.0,11,28,22,21,24,30,44,16,3,1,36,60,47,26,9,5,4,7,3,3,11,21,17,38,41,40,15,4,8,5,11
16,0.03270078965349999,-0.0030319371744999646,0.02854049742899999,1.0293208753667344,1.3563720336561484,2.6083946851244706,5.2180482157382354e-17,5.2180482157382354e-17,5.2180482157382354e-17,2.7374474929173562,4050.0,3025.0,1600.0,14,30,21,22,35,45,28,2,0,3,24,53,55,37,11,3,9,4,3,1,3,26,18,29,38,42,25,5,7,7,11
17,0.023660262235500006,0.01348475361750006,-0.043690045416000085,1.0715732893345642,1.3516905392641816,2.682986091647519,1.7208456881689926e-17,1.7208456881689926e-17,1.7208456881689926e-17,2.7902991942842927,25.0,1000.0,2575.0,4,18,24,28,28,45,39,10,2,2,3,6,31,56,47,24,16,9,6,2,4,14,21,34,47,34,27,6,9,4,11
18,-0.03622231427299998,-0.07480004280950002,-0.023775164207499956,1.1371497624021378,1.3921900861155188,2.6346655465012803,1.9428902930940238e-17,1.9428902930940238e-17,1.9428902930940238e-17,2.8122865278107345,2600.0,3175.0,4650.0,2,7,17,21,20,28,39,40,18,8,4,11,47,63,35,20,11,4,4,1,3,18,17,32,48,36,27,7,10,2,11
19,-0.016264251948999994,0.04660590291350004,-0.04050949662499999,1.0598587942101398,1.457760398480827,2.538072679530468,3.497202527569243e-17,3.497202527569243e-17,3.497202527569243e-17,2.7522257750877337,400.0,3075.0,1025.0,4,6,6,19,20,31,35,57,18,4,3,35,64,46,21,11,6,4,9,1,14,21,15,23,45,31,27,6,8,10,11
20,-0.011197372183500023,0.01941184165500006,0.0015234575914999393,1.241962674877593,1.340930020408313,2.555055380802587,3.219646771412954e-17,3.219646771412954e-17,3.219646771412954e-17,2.762269581309504,300.0,4050.0,4125.0,6,5,11,15,12,22,30,51,31,17,12,60,48,24,25,7,8,4,6,6,14,17,14,30,42,43,18,10,9,3,11
21,0.011220985750500028,0.0033039087545000023,0.011731257681499983,1.2465726785914377,1.268056508398975,2.8145169043082987,6.88338275267597e-17,6.88338275267597e-17,6.88338275267597e-17,2.8987605571378445,300.0,4600.0,2050.0,4,7,12,12,15,20,33,40,38,19,12,44,47,32,27,9,8,8,7,6,19,15,13,35,35,41,19,6,8,9,11
22,-0.022841663221999976,0.004965290778500029,0.0717232905925,1.1492568382438402,1.2438374069343765,2.7784920845083074,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,2.7709913373580886,25.0,1050.0,4100.0,5,7,7,11,28,27,42,43,24,6,11,38,55,39,20,6,11,8,6,6,11,16,13,26,47,34,31,5,5,12,11
23,0.005336256980000002,-0.004790176998499988,0.01813419234349998,1.1879899090279327,1.2379419929761075,2.919074786898063,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,2.885710997998515,25.0,4500.0,4650.0,5,7,4,15,15,26,50,34,36,8,9,44,58,36,15,12,9,8,3,6,11,20,16,23,45,40,23,5,9,8,11
24,0.045619198104999995,0.010475700199499994,-0.04544677199949995,1.5295818173250666,1.4454997355434909,3.0938680867761583,1.817990202823694e-17,1.817990202823694e-17,1.817990202823694e-17,3.2129288284180917,25.0,25.0,300.0,2,6,10,16,33,69,49,9,4,2,5,9,45,56,32,20,13,11,2,7,3,14,17,14,51,29,43,9,10,10,11
25,-0.004718415193500004,-0.03895802411349997,0.043661041043499965,1.5305984705901574,1.403629653874813,2.988029642309165,5.551115123125783e-18,5.551115123125783e-18,5.551115123125783e-18,3.1626982371874135,25.0,25.0,3325.0,2,5,11,18,37,61,51,9,4,2,5,12,44,50,34,26,12,9,4,4,3,9,17,16,51,32,41,11,10,10,11
26,-0.006096871850499984,0.010873006091000002,-0.008511442329499934,1.0712281311628358,1.2635383645921603,2.7960095307771375,4.773959005888173e-17,4.773959005888173e-17,4.773959005888173e-17,2.835370348723208,1000.0,1000.0,975.0,5,8,16,19,22,20,28,42,30,10,4,25,44,42,27,23,16,7,4,8,6,23,20,33,39,35,23,4,8,9,11
27,-0.0034716279664999982,-0.008592149400000032,-0.018167661627999935,1.1018415496919478,1.2544038526098524,2.8210891261108157,2.5396351688300457e-17,2.5396351688300457e-17,2.5396351688300457e-17,2.8536174148060756,3000.0,2000.0,3500.0,5,4,9,32,16,22,34,37,31,10,3,24,52,45,22,24,13,5,7,5,8,23,19,31,36,38,26,3,6,10,11
28,-0.0024425115649999943,0.006631652472500007,-0.0063161497274999544,1.0956456003625117,1.30045748902143,2.879495334984117,3.663735981263017e-17,3.663735981263017e-17,3.663735981263017e-17,2.8920999292996443,2575.0,2975.0,2575.0,5,6,8,25,22,22,32,44,29,7,21,38,67,27,26,6,8,3,3,1,19,15,17,34,35,36,24,3,7,10,11
29,0.013047986236500008,-0.005995237122499964,-0.08843125879349996,1.0360695345558515,1.2326211234273377,2.6974435416648306,1.906461100098511e-17,1.906461100098511e-17,1.906461100098511e-17,2.6918595602658075,2100.0,1025.0,4050.0,8,11,16,25,21,27,41,39,10,2,15,45,72,23,26,4,9,3,2,1,15,17,16,34,35,44,22,4,4,9,11
30,-0.021031625361499988,0.010772876215999991,-0.034485576428000014,1.1346005139055577,1.1368794148616688,2.8621169786711667,2.831068712794149e-17,2.831068712794149e-17,2.831068712794149e-17,2.804564394067539,3050.0,3100.0,1550.0,9,15,17,23,16,21,45,35,17,2,8,32,47,43,17,19,13,6,10,5,7,25,16,46,34,44,9,6,7,6,11
31,-0.013437792989499991,0.0031266197379999916,0.02054762254650001,1.132770495622274,1.183103993178418,2.9279225432474814,2.220446049250313e-18,2.220446049250313e-18,2.220446049250313e-18,2.883498389051725,1050.0,3050.0,2000.0,8,13,13,18,22,12,27,41,32,14,16,48,47,35,17,15,10,7,4,1,8,24,18,41,34,45,12,4,8,6,11
