window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,-0.018579256854500004,0.04013291140500001,-0.018923097879999996,1.3904769375815897,1.2862941389328573,1.9064813328352963,1.4432899320127036e-17,1.4432899320127036e-17,1.4432899320127036e-17,2.1646553212262374,825.0,1375.0,50.0,2,3,5,15,38,62,47,19,8,1,1,3,2,10,33,81,41,16,6,7,4,6,22,86,51,16,6,6,2,1,5
1,-0.011296603824500009,-0.0018293024200000264,-0.002222524982000013,1.6240030854853749,1.7600477877608047,2.2548494127798513,5.828670879282072e-18,5.828670879282072e-18,5.828670879282072e-18,2.79756699228897,2575.0,1150.0,2425.0,2,4,11,20,35,37,51,26,11,3,11,22,47,66,30,10,8,4,0,2,4,6,8,16,18,76,34,19,10,9,5
2,0.027302294698500013,-0.05337290518100004,0.05663956328450006,1.7152250422362774,2.05724398907881,2.513099244940224,3.053113317719181e-17,3.053113317719181e-17,3.053113317719181e-17,3.248241505370617,3525.0,3400.0,25.0,4,11,17,21,22,32,48,26,11,8,3,15,34,63,47,15,9,7,4,3,7,8,9,21,37,54,37,11,13,3,5
3,0.004035379045000002,-0.03800468255600001,0.050443148166000026,1.7693400625726807,1.7720443747810193,2.2062206239241884,4.107825191113079e-17,4.107825191113079e-17,4.107825191113079e-17,2.9781280232632104,250.0,2475.0,25.0,7,8,19,21,26,31,40,24,17,7,2,9,18,75,49,26,5,6,7,3,3,5,18,26,55,44,29,10,6,4,5
4,-0.0017002092105000077,-0.009415607570000005,0.00892124370400001,1.6404692240763128,1.6687010082046017,1.9702887426387001,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,2.796462207610676,200.0,2450.0,2425.0,7,10,20,24,22,21,28,35,22,11,3,8,19,67,39,35,11,5,8,5,4,11,27,40,54,20,28,10,3,3,5
5,-0.002818201905999981,0.016380758705500053,-0.005540482524999961,1.7058579059086514,1.860318730269254,2.1338778974872357,5.10702591327572e-17,5.10702591327572e-17,5.10702591327572e-17,3.025768982895473,2250.0,25.0,2525.0,4,10,18,13,19,21,30,35,32,18,4,10,25,60,40,25,12,10,6,8,4,7,12,28,49,36,28,19,12,5,5
6,-0.06431746796750001,-0.015733474020499988,0.007565217873000007,1.804251243035884,1.8261202736576412,2.3867258502092805,1.6653345369377347e-17,1.6653345369377347e-17,1.6653345369377347e-17,3.2086008476404424,25.0,600.0,2425.0,8,13,19,13,24,24,35,34,25,5,4,14,39,55,33,20,11,13,6,5,2,8,12,27,46,46,31,14,10,4,5
7,0.009883901231000006,-0.012132232269000003,-0.102428334418,2.0718388725525876,1.8202575699787102,2.520749730221744,3.587408148320037e-17,3.587408148320037e-17,3.587408148320037e-17,3.454440658364448,25.0,2200.0,2350.0,6,12,26,26,31,38,45,14,0,2,18,35,50,37,22,14,12,5,4,3,1,14,17,31,52,35,30,9,6,5,5
8,0.05030516200500002,-0.007342138063500026,-0.08599695254099995,2.1692020191449197,1.7602332124716096,2.4898175296037532,3.3306690738754695e-18,3.3306690738754695e-18,3.3306690738754695e-18,3.47235787661948,25.0,3500.0,2350.0,7,17,16,27,28,34,51,17,1,2,24,37,62,26,18,12,8,5,4,4,2,18,25,31,38,48,19,9,6,4,5
9,-0.005995007779499976,0.033876322209499966,0.10064214545500008,1.974672387840158,1.573831980571883,2.4311000027479945,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,3.2289744452941886,2350.0,3400.0,2350.0,3,14,14,22,30,42,34,34,2,5,15,41,63,33,20,10,7,6,4,1,1,13,19,24,47,32,32,16,10,6,5
10,0.036881911466000006,0.027369746827500024,0.06947232713900002,1.949321403175308,1.4738852743222457,2.1738788216012392,2.858824288409778e-17,2.858824288409778e-17,2.858824288409778e-17,2.947084111857624,2525.0,3575.0,3725.0,6,8,11,23,31,47,40,21,6,7,13,28,64,54,22,8,4,4,1,2,9,16,27,49,40,27,19,6,5,2,5
11,0.010452811709500015,0.060845856560999986,-0.04788574933099999,2.1093554656460713,1.771204208870338,2.2156605883326788,2.2204460492503132e-17,2.2204460492503132e-17,2.2204460492503132e-17,3.164380462370924,25.0,2350.0,4750.0,11,14,21,28,39,42,25,14,5,1,7,16,67,52,26,11,11,2,3,5,15,20,37,54,37,24,4,3,1,5,5
12,-0.04210608134299994,0.06034464568799995,-0.06309371422699997,2.319478231595386,1.9673770124478998,2.4694922234346497,7.549516567451065e-17,7.549516567451065e-17,7.549516567451065e-17,3.612727958463819,2350.0,1175.0,3475.0,14,19,23,25,30,30,33,21,4,1,5,15,71,41,25,14,15,6,4,4,12,27,28,59,26,31,5,4,1,7,5
13,0.008076443532999997,-0.0730695849925,0.018794527050000016,2.3831108437880206,1.8993608049916029,2.510181017263012,4.662936703425657e-17,4.662936703425657e-17,4.662936703425657e-17,3.6524940650393,4625.0,4500.0,350.0,21,16,15,21,23,24,31,30,15,4,5,24,61,50,29,8,10,7,2,4,14,27,29,59,25,27,7,4,2,6,5
14,-0.016196590297499976,-0.05986794589249997,0.057681581884500094,2.288868255420431,1.954335899444009,2.5651432335409607,4.662936703425657e-17,4.662936703425657e-17,4.662936703425657e-17,3.6244532155931743,1150.0,3325.0,2275.0,15,21,17,20,24,22,38,27,13,3,9,34,67,51,17,7,5,3,6,1,20,22,33,56,27,25,6,3,3,5,5
15,-0.03435680837700002,0.07518445909449996,-0.024887751355000022,2.0436147057337006,1.9544412688774568,2.4508763645413083,5.551115123125783e-18,5.551115123125783e-18,5.551115123125783e-18,3.3732068068989873,2600.0,4600.0,1125.0,1,9,20,16,26,26,44,38,13,7,4,14,55,65,34,9,7,7,4,1,4,11,21,43,61,31,19,3,5,2,5
16,0.031186155877500038,0.030307938896500023,0.017576336349499993,2.1755154013669897,2.230477311694302,2.936228744724845,3.608224830031759e-17,3.608224830031759e-17,3.608224830031759e-17,3.883579825781567,2000.0,3175.0,1075.0,7,5,19,15,37,31,43,23,15,5,5,11,36,34,42,33,13,12,12,2,12,14,27,36,41,46,13,4,5,2,5
17,-0.00703972994600002,-0.048191413373000105,-0.025297843747499976,2.3077887037870153,2.375047351556089,3.125933703094553,2.3592239273284576e-17,2.3592239273284576e-17,2.3592239273284576e-17,4.215702259312965,225.0,2175.0,3250.0,9,8,16,15,38,32,27,31,20,4,6,19,47,46,32,21,13,9,4,3,12,21,30,37,29,48,9,3,8,3,5
18,-0.05949694818650002,-0.012767521188000007,0.009992779243000021,2.2895824590579816,2.0919239364921802,2.8929972037768303,7.993605777301127e-17,7.993605777301127e-17,7.993605777301127e-17,3.9020646109569594,575.0,4325.0,4875.0,13,10,10,18,26,29,28,28,25,13,30,36,53,34,15,16,4,7,3,2,12,28,22,43,41,36,6,4,3,5,5
