window,x_mean,y_mean,z_mean,x_std,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,mean_res_accel,x_tm_peaks,y_tm_peaks,z_tm_peaks,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,user
0,0.013773875940999998,-0.013122550966500009,0.017265104603,0.6810706624590684,0.6395144460511256,1.0012084537228725,1.1102230246251566e-18,1.1102230246251566e-18,1.1102230246251566e-18,1.1939310433595962,425.0,3500.0,25.0,3,9,35,39,39,35,20,10,4,6,1,2,6,8,34,70,55,15,6,3,3,9,34,47,48,28,21,4,1,5,4
1,0.012431993867999994,-0.00736419258400001,-0.021542335490500025,0.6926296702222601,0.6854359463783244,1.0458852610490506,6.938893903907228e-18,6.938893903907228e-18,6.938893903907228e-18,1.2181805681230449,425.0,3175.0,25.0,13,21,29,45,39,18,15,10,5,5,1,3,5,10,38,73,36,20,9,5,5,11,30,47,55,25,13,7,2,5,4
2,-0.029337007283499982,0.023659429197500005,-0.030714240432499977,0.7493275725800772,0.6419351010246297,0.9853726688796438,1.8318679906315084e-17,1.8318679906315084e-17,1.8318679906315084e-17,1.1132541206222326,225.0,1625.0,1300.0,2,1,3,4,13,44,81,33,12,7,4,6,19,69,61,23,12,2,2,2,2,5,5,13,63,70,22,10,8,2,4
3,-0.008867604255999995,0.002344773282999997,0.03434922570550003,1.0073934358518386,0.7627344935889572,1.511026658759017,7.771561172376097e-18,7.771561172376097e-18,7.771561172376097e-18,1.6909441231801123,25.0,1100.0,700.0,2,4,9,12,29,40,55,24,17,8,5,12,22,35,71,29,19,2,1,4,5,13,19,51,52,22,20,13,2,3,4
4,0.013413079623499986,-0.06001014171299998,0.00479439113200002,1.257464435434845,1.2323500860181624,2.559459836130277,3.885780586188048e-18,3.885780586188048e-18,3.885780586188048e-18,2.7288880497356147,775.0,1150.0,3900.0,3,3,6,20,34,34,45,34,11,10,4,5,31,57,62,32,3,1,2,3,10,7,17,43,54,36,21,4,5,3,4
5,0.006525161268,0.034491266851500016,-0.05152901150549999,1.3331491313707275,1.6188027472123716,2.8949913939335157,3.219646771412954e-17,3.219646771412954e-17,3.219646771412954e-17,3.1603032071951334,775.0,4400.0,4700.0,5,6,4,21,30,37,37,35,15,10,4,14,33,57,43,28,5,6,6,4,13,13,14,36,51,44,13,4,6,6,4
6,0.029604328487499987,0.05715595564899997,0.03361028597150003,1.2396787354924919,1.6360737481042396,2.670249923404156,3.3584246494910984e-17,3.3584246494910984e-17,3.3584246494910984e-17,2.988909038558077,25.0,1125.0,1125.0,3,7,5,23,28,44,40,23,23,4,3,13,34,50,52,21,10,7,6,4,9,12,15,31,48,50,20,6,2,7,4
7,-0.0010549999260000297,-0.036643947627999975,-0.011274495328000032,1.3482154206022023,1.5755513254617686,2.737678041166152,7.438494264988549e-17,7.438494264988549e-17,7.438494264988549e-17,3.0526392713216546,25.0,3600.0,3550.0,8,9,6,27,25,42,38,19,18,8,5,13,32,46,54,27,8,6,4,5,22,12,19,46,48,33,9,3,3,5,4
8,-0.01823874254300001,-0.013796320691999986,0.015359980193999884,1.3897413942884411,1.656981466646879,2.9464180574881844,1.4432899320127036e-17,1.4432899320127036e-17,1.4432899320127036e-17,3.2505846296702265,25.0,4750.0,1775.0,10,7,8,25,22,34,39,22,21,12,7,33,34,60,35,17,1,5,5,3,21,13,20,36,49,34,14,3,4,6,4
9,-0.015174194849500026,0.007929340106999989,-0.0041931083180000136,1.369103341919764,1.7241497962136934,2.8457469760785306,6.161737786669619e-17,6.161737786669619e-17,6.161737786669619e-17,3.2090501747355695,25.0,1125.0,725.0,5,7,8,24,31,46,34,20,17,8,18,36,54,38,26,12,2,5,4,5,19,13,26,35,44,39,10,5,3,6,4
