16,12,x_abs_diff,z_mean,14,1,9,20,19,6,15,8,2,4,0,11,10,mean_res_accel,y_std,x_tm_peaks,17
52,11,6.3837823915946496e-18,-0.0036592311665,27,5,5,2,3,43,64,2,9,43,3,3,4,2.652322001933527,1.2934280091914183,25.0,17
33,2,1.6653345369377347e-17,0.0468435950149999,53,1,2,2,2,64,69,2,2,35,2,2,2,2.4511998757882174,0.9723559444193006,25.0,12
12,9,3.4139358007223563e-17,0.0010592815599999,76,10,4,3,2,48,50,4,14,31,5,4,1,2.1484583657017744,0.9104891488416128,250.0,4
11,20,7.216449660063518e-18,-0.0721106238464999,56,9,5,4,10,43,18,5,17,27,6,17,6,2.171384319230768,1.0261054456201943,25.0,6
10,29,8.881784197001254e-18,0.0538937717639999,40,7,9,8,8,35,16,7,13,38,3,19,8,2.2777805354351104,1.0426555220854985,1375.0,12
23,16,2.775557561562892e-18,0.0500295431864999,52,9,10,10,5,35,45,8,10,34,3,8,3,2.3633523329445447,1.0092188350673037,2225.0,17
43,9,2.886579864025407e-17,-0.0289131716184999,36,3,6,19,4,33,43,14,20,40,5,8,4,2.388372679344469,1.095540835028582,4800.0,19
33,10,1.942890293094024e-17,-0.038425377799,39,3,3,8,4,50,54,11,2,30,1,6,5,2.363731760582683,1.2152851192210496,25.0,17
23,13,3.622102617839573e-17,-0.0518850757425,64,4,6,7,3,55,34,22,7,18,3,9,4,2.393096154184497,1.316158772990765,4300.0,9
12,27,1.9984014443252817e-17,0.0896811995565,49,4,2,6,4,44,29,7,12,28,3,11,11,2.435082732629036,1.275940033707862,25.0,6
17,22,6.661338147750939e-18,0.0712086552675,57,7,5,7,3,46,40,12,9,23,3,11,8,2.6357177829234395,1.2352524427498657,25.0,6
22,15,0.0,-0.1014534489659999,55,5,8,4,4,36,40,6,12,35,5,9,6,2.55925911422886,1.208599489826125,275.0,14
22,16,3.1086244689504386e-17,-0.0575738977154999,52,7,6,4,4,36,40,21,15,25,3,8,8,2.495470605519435,1.1864635152025709,1150.0,13
28,11,2.4424906541753444e-17,0.0449730216054999,46,4,4,6,6,41,49,13,15,33,4,10,8,2.561773728408135,1.2811037912386205,4675.0,8
29,11,1.1102230246251566e-17,-0.000313775526,41,3,3,9,5,46,58,10,8,28,2,7,9,2.410550071709466,1.2921647703788708,350.0,9
48,8,6.661338147750939e-18,-0.028684348106,29,1,3,4,7,53,46,23,7,28,1,8,5,2.537637203551577,1.22687865494704,25.0,27
32,9,1.996666720849305e-17,0.0259888462319999,36,1,6,4,4,45,53,5,5,36,3,9,3,2.8156387240168117,1.2567721849001263,275.0,18
16,24,1.8318679906315084e-17,-0.010325528277,56,1,6,7,3,57,32,3,6,28,3,10,6,2.577843112519566,1.261953633652485,275.0,5
15,26,6.3837823915946496e-18,-0.0467871881775,51,4,8,2,2,43,45,17,11,26,4,8,7,2.4017202841582006,1.2242346615552349,2075.0,7
45,14,9.992007221626408e-18,-0.033848661985,40,7,6,5,4,24,43,15,13,30,5,8,5,2.560149880789699,1.1372384755671887,225.0,9
44,4,1.7208456881689926e-17,0.0066658630529999,30,6,2,5,10,23,52,8,17,32,6,7,7,2.612677470057845,1.101430035055932,4250.0,22
39,8,2.8310687127941486e-17,0.0139106423919999,33,9,9,9,3,40,60,13,8,18,1,4,8,2.612575541790995,1.2238404630252733,600.0,15
