6,23,9,25,z_tm_peaks,y_mean,x_tm_peaks,14,12,y_std,z_std,x_abs_diff,y_abs_diff,z_abs_diff,0,3,x_mean,18,17,20,16
36,53,8,30,3575.0,-0.0277659021719999,25.0,5,39,1.5950982225512194,2.320902526064518,9.992007221626408e-18,9.992007221626408e-18,9.992007221626408e-18,1,13,0.0122575125844999,3,2,5,3
30,51,22,26,3750.0,0.00475282074,575.0,9,49,1.4644700184979682,2.2112208118185435,5.3290705182007506e-17,5.3290705182007506e-17,5.3290705182007506e-17,5,13,0.0084564724955,1,6,2,4
24,52,25,25,2350.0,0.008684393911,25.0,7,50,1.3697058122753156,2.248131681037382,4.996003610813205e-17,4.996003610813205e-17,4.996003610813205e-17,3,21,0.008318729746,2,7,3,3
42,45,12,29,3800.0,-0.017284483123,525.0,31,56,1.3578765944457678,2.31670123140884,1.6653345369377347e-17,1.6653345369377347e-17,1.6653345369377347e-17,3,22,-0.005902848167,7,3,7,4
46,35,7,39,3775.0,-0.005063467534,525.0,11,61,1.419833598494256,2.363232782103585,1.942890293094024e-17,1.942890293094024e-17,1.942890293094024e-17,5,23,-0.0048017392595,2,5,3,4
26,42,7,31,3725.0,0.0160902496804999,1200.0,7,67,1.4464892138497003,2.2527887686923496,0.0,0.0,0.0,5,20,-0.0082485538819999,5,2,2,4
28,61,13,29,3775.0,0.0154888582204999,1275.0,6,70,1.348429259769482,2.2774234911923377,0.0,0.0,0.0,2,12,-0.0051516404825,6,5,3,4
33,46,16,34,1225.0,0.007353852552,375.0,7,74,1.3471369135023188,2.5417969950081143,4.329869796038111e-17,4.329869796038111e-17,4.329869796038111e-17,3,9,0.0019832173225,1,6,6,6
40,40,10,30,3725.0,-0.0207760012149999,750.0,6,58,1.4393416544272928,2.5331673313605174,3.774758283725533e-17,3.774758283725533e-17,3.774758283725533e-17,4,18,0.0148227180405,4,3,4,4
42,54,10,23,3725.0,-0.0187331472749999,750.0,6,66,1.3561186337694724,2.3393921698032534,4.996003610813205e-17,4.996003610813205e-17,4.996003610813205e-17,4,19,0.0128011603615,5,5,7,4
40,55,8,23,3750.0,0.0194909851089999,25.0,14,59,1.322057231697101,2.3048379708527595,4.440892098500626e-17,4.440892098500626e-17,4.440892098500626e-17,8,19,-0.0070533173179999,6,6,7,6
34,71,17,11,3700.0,-0.0085032851594999,1950.0,9,80,1.435310514060363,2.364723275183858,1.1657341758564145e-17,1.1657341758564145e-17,1.1657341758564145e-17,1,13,-0.0023100060569999,3,4,7,6
25,71,18,11,4950.0,-0.0201636163554999,775.0,6,85,1.4557331103638618,2.4870661807099994,4.218847493575595e-17,4.218847493575595e-17,4.218847493575595e-17,1,12,-0.005754980638,6,3,8,4
34,52,8,20,1275.0,0.006162613903,400.0,14,63,1.3974578198414107,2.596152911702577,5.440092820663267e-17,5.440092820663267e-17,5.440092820663267e-17,2,13,-0.01450238572,3,5,6,3
34,30,8,22,3850.0,0.007656703191,2675.0,4,61,1.4574843660514245,2.532035775285823,2.775557561562892e-17,2.775557561562892e-17,2.775557561562892e-17,10,19,-0.0012634663699999,3,6,5,3
29,64,13,13,1125.0,0.006855184886,750.0,13,73,1.5604013098315566,2.447796555291057,3.774758283725533e-17,3.774758283725533e-17,3.774758283725533e-17,7,19,0.013581938763,2,5,13,5
38,58,19,7,3550.0,-0.01464634947,3675.0,22,73,1.411580514952647,2.427765695957072,3.1086244689504386e-17,3.1086244689504386e-17,3.1086244689504386e-17,1,13,0.0005902243895,4,3,23,9
33,56,20,9,4175.0,-0.02366910842,1975.0,16,62,1.2853277351748766,2.350765064112598,6.661338147750939e-18,6.661338147750939e-18,6.661338147750939e-18,3,16,-0.0557967160015,6,2,17,7
38,61,11,10,1225.0,0.0063163201884999,450.0,4,76,1.5341543672803375,2.255623321165759,1.3322676295501878e-17,1.3322676295501878e-17,1.3322676295501878e-17,2,12,-0.0330935490789999,2,4,14,6
36,68,13,3,2850.0,0.008107402163,1700.0,5,79,1.6606505741415618,2.246701851336645,3.4416913763379846e-17,3.4416913763379846e-17,3.4416913763379846e-17,2,12,-0.0154425084765,5,3,16,3
28,59,26,18,3675.0,-0.0149165794639999,750.0,3,75,1.5082296042009526,2.413825477662968,3.219646771412954e-17,3.219646771412954e-17,3.219646771412954e-17,3,10,0.018186980996,4,4,2,3
31,59,24,15,2875.0,-0.0345189565019999,750.0,18,52,1.4351580618229791,2.374993197208094,7.327471962526034e-17,7.327471962526034e-17,7.327471962526034e-17,2,13,0.0563009327595,4,4,4,2
36,50,18,20,3125.0,-0.020103340062,750.0,1,60,1.5915046447984618,2.2779470687074306,2.4980018054066026e-17,2.4980018054066026e-17,2.4980018054066026e-17,3,15,0.0145646856215,0,5,12,2
17,50,25,16,4050.0,0.0202317136389999,1200.0,3,84,1.5841314984323716,2.398614006385889,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,2,15,0.0049965554165,0,4,20,6
20,49,20,11,250.0,0.0193744194435,475.0,15,65,1.4230916142827517,2.4907016492027902,5.662137425588297e-17,5.662137425588297e-17,5.662137425588297e-17,3,15,-0.0098206530085,3,4,20,3
25,55,12,12,3675.0,-0.0044422851535,475.0,15,61,1.3566841594796353,2.4834485361503464,1.1102230246251568e-18,1.1102230246251568e-18,1.1102230246251568e-18,2,13,-0.01807941002,3,5,17,1
39,64,8,9,2475.0,-0.0177351236625,1675.0,11,70,1.318868632340726,2.381273721484889,1.5543122344752193e-17,1.5543122344752193e-17,1.5543122344752193e-17,7,24,-0.035392058407,4,4,17,2
40,63,9,9,2475.0,-0.0066450770969999,1675.0,15,72,1.3438652929077488,2.272925913980498,4.440892098500626e-18,4.440892098500626e-18,4.440892098500626e-18,7,21,-0.011948180767,3,4,17,3
39,51,4,8,4950.0,-0.018276231865,3775.0,13,57,1.5092301595127011,2.273718365677744,2.4424906541753444e-17,2.4424906541753444e-17,2.4424906541753444e-17,6,21,0.0119896067274999,7,2,19,5
48,52,4,10,1250.0,0.005669301583,425.0,10,65,1.6263400074832244,2.391061758434753,4.329869796038111e-17,4.329869796038111e-17,4.329869796038111e-17,4,21,-0.0183925725115,6,3,13,3
42,57,9,11,3700.0,0.0140468573559999,4200.0,8,57,1.582974384572495,2.5013939790782533,2.55351295663786e-17,2.55351295663786e-17,2.55351295663786e-17,10,18,0.0223219938869999,4,4,16,2
36,56,9,8,3125.0,0.0254811057825,3100.0,9,46,1.483988691800515,2.480014082996515,1.0880185641326534e-16,1.0880185641326534e-16,1.0880185641326534e-16,6,14,0.0394720670595,3,4,19,5
34,47,8,28,4325.0,0.0289279891115,2125.0,12,56,1.4161137834804318,2.369249283084748,5.2458037913538644e-17,5.2458037913538644e-17,5.2458037913538644e-17,3,15,0.0061664976164999,1,5,12,5
47,50,5,28,4850.0,0.0319489447,650.0,9,57,1.5117702465869982,2.3058581240397182,1.942890293094024e-17,1.942890293094024e-17,1.942890293094024e-17,2,15,-0.0113550970825,3,8,7,3
43,58,5,11,2000.0,0.0818011045104999,650.0,7,59,1.604466141187446,2.3538728052281312,2.6645352591003762e-17,2.6645352591003762e-17,2.6645352591003762e-17,3,18,0.0176469932544999,4,8,12,4
38,52,3,14,4325.0,0.008904678034,1200.0,7,81,1.5292707131495555,2.474985980991112,2.331468351712829e-17,2.331468351712829e-17,2.331468351712829e-17,2,19,0.0417857567255,5,6,11,2
41,48,5,15,4300.0,-0.0339600583949999,2375.0,4,69,1.5857882603291753,2.4072788590317225,6.661338147750939e-17,6.661338147750939e-17,6.661338147750939e-17,7,16,-0.034650710711,2,5,11,5
28,55,10,18,3650.0,-0.0169201636674999,1225.0,4,38,1.5646838638665057,2.355482198907981,4.6629367034256567e-17,4.6629367034256567e-17,4.6629367034256567e-17,1,20,-0.0784798885825,2,3,8,4
22,60,20,18,1125.0,-0.0008583668935,775.0,6,61,1.434967508458426,2.3988683283892,6.10622663543836e-17,6.10622663543836e-17,6.10622663543836e-17,2,18,0.005933750661,3,4,8,4
25,58,14,13,4975.0,0.016234243836,775.0,2,81,1.533611585903942,2.348000772390082,4.1078251911130785e-17,4.1078251911130785e-17,4.1078251911130785e-17,5,17,0.0418037329344999,1,6,9,3
69,63,2,12,3625.0,-0.0271912187925,25.0,4,86,1.586673699715293,2.4179828097173752,1.6930901125533637e-17,1.6930901125533637e-17,1.6930901125533637e-17,2,24,0.016175121197,2,5,11,2
