window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,0.03251978393939162,-0.022799011817029858,0.004483766616750384,1.7442548161587879,0.9855677261860181,1.0483263847989936,1.5578129532257008,1.2067666389821299,-3.5457176524241083,-6.85912003883803,-3.5013350978477495,0.14483695167140417,6.408446723875891,2.91958526596197,3.77193424735225,7.778866731929855,0.48620063962347126,0.5497540020027804,1.2134006507004267,2.2493552923266793,42,40,30,0,2,8,30,112,36,10,0,1,0,1,2,0,0,0,2,10,83,78,20,5,9,16,14,30,40,32,24,23,6,6,56,59,38,27,13,3,1,0,0,3,10
1,-0.012415666900608364,-0.009869992749029874,-0.04715830426324962,2.472146267269268,1.389861439375781,1.4787225298506192,1.9548120090039418,1.3529942482976867,-6.057230338224108,-6.85912003883803,-3.7528123634477497,0.32853562005739073,6.408446723875891,4.731163732261971,4.62829292495225,7.778866731929855,0.9659344847241524,1.0933588685223399,1.911756948103506,3.9710503013499965,38,41,32,0,1,2,6,25,74,70,16,5,0,1,2,1,1,3,29,75,56,26,4,3,12,26,24,24,37,26,19,16,11,5,30,37,49,38,25,10,5,1,1,4,10
2,-0.0417326492411084,0.042060291572970115,0.022337570501750403,2.310416002146084,1.291994959907426,1.3093941694246396,1.8550211427189605,1.22100575490327,-6.057230338224108,-5.3287295411380295,-3.7528123634477497,0.24191501203333834,3.5490679110758916,4.731163732261971,4.62829292495225,7.087851768294922,0.8354962952194362,0.8581410795252224,1.720801203495139,3.414438578239799,34,32,29,0,1,1,4,7,13,43,73,47,7,4,1,1,5,20,47,75,28,20,0,3,16,15,19,27,34,43,19,15,7,5,22,48,41,31,28,16,10,2,1,1,10
3,0.02453898046689164,0.02007386579147018,0.0544031586597504,1.874604702113065,0.9735669295454061,0.9584147724603134,1.5948348484837287,0.948531323916428,-3.4044511322241084,-3.17546096553803,-3.8190077958477495,0.24191501203333834,1.7000694805758918,2.67478700146197,3.2879270583522504,4.383468264569451,0.4742173639334118,0.45948091807898356,1.2732289488051356,2.206927230817532,31,30,28,0,4,4,3,4,16,23,44,48,44,10,3,3,5,16,41,72,28,18,7,7,9,13,12,11,24,37,46,28,12,8,13,29,38,44,20,12,15,14,12,3,10
4,0.00394848037489164,0.0019622228124701506,-0.057117010467249624,1.7567226053995935,0.8474422157922767,0.8495161169997193,1.5423676907679154,0.8578703381352996,-3.1827906269241084,-2.61444503883803,-3.8190077958477495,0.14918002810410455,1.7000694805758918,2.23655426026197,3.2879270583522504,3.92126849055006,0.35908694980209716,0.3608407416803237,1.1910802232047335,1.9110079146871548,29,33,32,0,2,3,3,4,24,29,51,45,31,8,4,4,11,17,35,61,32,24,8,4,6,18,13,11,27,40,40,30,10,5,6,22,40,43,25,17,19,11,10,7,10
5,-0.008992331001108368,-0.01758580174752985,-0.05586403755824959,1.791632402259277,0.8052920937146772,0.8853156608390091,1.5659920372513523,0.8235134999304631,-3.0293418973241084,-2.38992157823803,-3.60904840784775,0.14918002810410455,1.6182106977758917,2.44803633006197,3.23060588915225,3.8129501805238775,0.3242881091081011,0.39204653987495724,1.2277259257134752,1.9440605746965334,30,30,29,0,2,3,3,7,22,29,50,46,29,9,7,5,15,28,52,38,33,15,2,5,9,19,12,13,28,41,30,30,12,6,6,17,37,41,23,22,22,15,10,7,10
6,0.004964177393891621,-0.021847952342529852,0.015013940017750374,1.6515596705165658,0.7308996889519974,0.8681286463813952,1.4486549897951706,0.8121213152192178,-2.7071150342241084,-2.20494851093803,-3.60904840784775,0.1614646540135178,1.5169015705758917,2.44803633006197,3.23060588915225,3.8129501805238775,0.2671194991836622,0.3770623398447771,1.0494133489266508,1.6935951879550901,33,26,29,0,3,1,5,9,19,26,51,51,31,4,4,6,30,30,52,26,33,11,3,5,8,15,10,14,27,48,40,21,9,8,6,28,43,36,26,18,18,10,9,6,10
7,-0.0024901012191083753,0.013602200336470154,-0.005739534558749573,1.5064639325324212,0.7006792465065644,0.7745103474449156,1.3126459443836862,0.7380024680075048,-2.3277357231241083,-1.90895139373803,-3.5449381082477496,0.1614646540135178,1.5242176656758917,1.86056036756197,3.2886101246522506,3.608082043712683,0.24547880354454418,0.3000256490766188,0.8615361587819453,1.4070406114031078,33,20,38,0,1,4,11,16,14,44,51,31,21,7,5,4,21,28,48,26,31,17,13,7,5,14,9,15,33,61,35,15,9,4,6,30,49,38,21,21,14,11,4,6,10
8,0.011609581963891629,0.013509636060970125,0.017723026152250423,1.5532008667402264,0.7410492624936538,0.8128954796748841,1.3187031757723193,0.7328912620461026,-2.392000488924108,-2.24074121603803,-3.5449381082477496,0.3646839478170396,1.5242176656758917,1.86056036756197,3.2886101246522506,3.6288249303955955,0.2746443959178822,0.33049078557117945,0.8696460857239973,1.4747812672130594,33,21,40,0,2,2,10,15,19,40,43,36,24,9,3,6,8,24,47,38,27,22,13,12,3,11,14,15,36,61,24,18,13,5,17,39,39,29,22,22,12,11,4,5,10
9,0.007442554341391624,-0.017313457447029855,0.0481324170557504,1.6492724936101328,0.8182787359147509,0.8010872734833747,1.4235682603900357,0.7876798970354133,-2.8686365539241083,-2.24074121603803,-4.24369932134775,0.3646839478170396,1.5507660639758918,1.6710803037619701,3.5827642303522502,4.428771453551591,0.33481774063268355,0.3210202877728986,1.0144316607807702,1.670269689186353,31,24,34,0,2,4,7,9,11,28,44,59,28,8,4,7,10,12,43,37,32,26,20,9,1,4,17,16,33,63,25,20,17,4,25,44,38,24,34,20,6,5,3,1,10
