window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.029359664037608396,-0.018575904249029888,0.03572205134475042,1.9831982428444692,1.3950471745545303,1.2546181415590538,1.5537311172028678,1.4155251794115493,-4.842229482624108,-3.61223563853803,-4.329768228247749,0.03128087292314392,4.639671357175891,4.564050214261971,4.6818248486522505,5.746093715910457,0.9735093045524894,0.7872058726738816,1.2076782247583748,2.9683934019847458,39,28,35,0,1,6,11,18,45,78,27,9,3,2,2,14,16,38,69,37,19,0,3,2,3,9,11,22,79,43,13,9,5,6,44,27,29,24,25,18,15,6,5,7,18
1,0.05908628761989169,-0.0536948352495299,0.026638951206750347,3.8428514235317546,2.960676749646177,1.7220941525881714,3.0635925790414245,2.5211885038072945,-7.687124227024109,-4.52662341843803,-6.18693546444775,0.20585364950366694,9.410076431975892,4.564050214261971,11.28205932665225,13.200680523535649,4.384549002640081,1.4842457028554232,4.693154562039539,10.561949267535033,28,31,33,0,4,11,24,30,54,45,19,5,5,3,5,6,18,36,47,24,35,18,8,3,17,15,24,79,41,11,4,3,3,3,29,56,42,24,25,11,5,3,2,3,18
2,-0.010604984682608344,-0.019853213023529923,0.028045775443250428,5.401179112322894,3.869214251476401,2.3102261200721177,4.039635100538645,2.730416227077839,-8.11683501292411,-5.249971800238029,-9.73554190444775,0.7702430543610647,9.410076431975892,7.90087466076197,11.31725691895225,13.33734913730713,7.4854656947641,2.668769437965413,8.15971915551204,18.313954288241558,30,32,32,0,10,17,30,21,27,42,28,12,7,6,12,15,28,57,26,35,22,1,2,2,2,19,24,17,56,50,16,2,5,9,16,30,46,36,24,20,9,8,4,7,18
3,0.022236516298391632,0.07803867488647018,-0.022638130609249595,5.830944485806351,4.124637921661193,2.474574123043567,4.233532846582652,2.658220988588751,-8.11683501292411,-5.249971800238029,-9.73554190444775,0.7702430543610647,9.355634598575891,7.90087466076197,11.34094099735225,13.33734913730713,8.50656622373133,3.064803562607435,8.961656424025843,20.533026210364618,31,32,31,0,8,26,27,21,22,30,33,21,3,9,11,22,29,42,27,35,27,3,2,2,2,26,16,17,54,50,16,7,3,9,6,32,38,40,22,24,21,6,5,6,18
4,-0.03915884061510835,0.006651778898470045,0.014216881947250406,5.714731827335875,4.305894216992858,2.2704800359919446,3.861712532523021,2.4397229777053364,-9.23955216122411,-6.864679186938029,-7.59979721404775,0.9979329753143102,8.837662540875892,5.06005494536197,11.34094099735225,12.977727620619975,9.271129211365428,2.577561920000247,7.4565129017888285,19.305204033154517,31,30,33,0,5,19,26,24,19,22,37,27,11,10,1,3,11,21,34,36,35,33,18,8,22,17,8,41,64,23,11,6,3,5,11,30,36,31,31,25,25,5,4,2,18
5,-0.09782758110760838,0.04709783525547012,-0.005482453594249656,5.568168577900825,4.22552842867663,2.1489663925000455,3.822697096981771,2.468496979947176,-9.23955216122411,-6.864679186938029,-8.55667832344775,0.9979329753143102,9.29963287797589,5.06005494536197,11.11884162635225,13.657927951962362,8.93233036858987,2.3101373810902057,7.306521576285133,18.548989325965216,30,28,41,0,6,17,29,23,20,28,40,17,15,5,1,3,8,19,30,51,33,31,17,7,14,15,12,34,54,39,16,8,3,5,12,37,44,27,29,24,18,5,3,1,18
6,0.08103217921039177,-0.03386559137552998,-0.20038782381224962,5.641051257275049,4.062378789788067,2.0600292228815604,4.207999267281292,2.5846293253309027,-8.54321278162411,-4.67575455113803,-8.97633592704775,1.0325235004013849,9.29963287797589,3.94580017416197,11.11884162635225,13.657927951962362,8.254743822893769,2.122433638702608,8.87370655668605,19.25088401828242,31,31,41,0,10,14,31,21,21,34,32,17,16,4,3,10,23,30,33,26,14,27,17,17,21,13,12,25,56,41,15,8,2,7,8,43,41,28,25,24,19,6,4,2,18
7,0.06279918868739164,-0.009051237363029867,0.0016096693242504511,5.694507990398424,4.146174413156834,2.1999947005013185,4.066331524416426,2.478386171349122,-8.44339463402411,-4.67575455113803,-8.97633592704775,1.7663165950155282,9.06163609147589,4.67136656276197,10.923144478852251,12.76173944575791,8.59735300120811,2.420029303565843,8.267527328749077,19.28490963352303,30,29,33,0,9,21,29,15,21,32,36,19,10,8,8,11,30,28,24,22,17,41,15,4,14,13,18,17,61,44,13,9,4,7,27,35,33,25,25,22,20,6,3,4,18
8,0.018988163439391647,0.042205675655970165,0.1858947746447501,5.928932823568302,4.369138708356631,2.2561332523398856,4.091418724420835,2.4090811098795237,-8.44339463402411,-5.36544323223803,-7.62586919874775,1.7663165950155282,9.81060920597589,4.67136656276197,10.923144478852251,12.719818010557349,9.544866801605526,2.545959285685662,8.387132022890821,20.477958110182005,31,32,32,0,10,27,25,18,21,34,32,20,6,7,7,10,20,20,23,34,29,36,15,6,23,17,11,25,67,24,14,7,4,8,20,35,27,29,28,24,25,5,2,5,18
9,-0.07102362124510835,-0.1326032549790299,0.06528123374525047,5.841513493490084,4.372854416870629,2.284067235417085,3.837426657648224,2.228962081942719,-7.351148873424108,-5.36544323223803,-7.23029888984775,2.105503864007747,9.81060920597589,4.210648064161971,10.292946717252251,12.329091248504687,9.563450052959858,2.6172733795684393,7.3650524961542665,19.545775928682573,31,36,34,0,26,31,16,19,17,27,37,15,9,3,11,8,19,16,17,35,40,25,22,7,24,16,11,31,56,30,15,6,5,6,22,33,32,31,20,28,24,5,2,3,18
