window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.01616996713710836,-0.005631607883529839,-0.003292060314249634,2.6523317626535796,1.838095802513422,1.2934280091914183,2.063301194936754,1.5080465034376132,-5.892026499324109,-4.359110889238029,-8.283465416547749,0.317933026618162,5.262237481875892,3.31597828196197,6.44762967985225,8.376835250143879,1.6894288235273387,0.836493864984114,2.128611329344273,4.6545340178557275,41,41,40,0,3,5,9,21,43,53,43,16,2,5,4,3,11,5,27,64,52,17,14,3,2,1,5,11,31,77,43,21,7,2,30,42,42,33,30,7,8,4,2,2,2
1,-9.441316110833931e-05,0.003701205661970154,0.04721076586725032,2.4512140900943575,1.367601455387892,0.9723559444193006,2.189739849967444,1.2667132598721549,-5.892026499324109,-3.75945353283803,-8.283465416547749,0.34753570624967745,4.219868846975892,3.30643287436197,3.6934132934522506,8.376835250143879,0.9351668748464617,0.4727448907854514,2.3985947334746074,3.806506499106519,39,42,28,0,2,1,2,7,35,55,64,30,2,2,2,2,2,18,53,69,33,12,7,2,2,1,1,9,14,26,47,42,23,35,28,46,49,41,24,6,2,2,0,2,2
2,0.019700516110891644,-0.009422402084029833,0.0014264524122503607,2.1484347160279658,1.000668544017987,0.9104891488416129,1.9144703008027328,0.9382066699451089,-2.682424200924108,-3.10691042863803,-4.934945301147749,0.14909809039582841,2.541060953775892,3.30643287436197,3.64292621265225,4.9507901676331025,0.5008628226610569,0.4145396359096789,1.8325992837110952,2.748001742281829,31,44,23,0,5,10,14,20,31,45,48,19,4,4,1,4,9,35,76,50,12,4,7,2,3,4,14,29,31,31,25,18,27,18,7,24,34,29,29,45,17,10,3,2,2
3,0.0038855846618916306,0.02760374233697014,-0.0717434529942496,2.171345250943877,0.9489473213179238,1.0261054456201943,1.9256503684914097,0.9760669723175562,-2.4228368128241082,-2.19459023593803,-4.49088522804775,0.14909809039582841,2.2708378265758915,3.03980842966197,4.1903390431522505,4.663689925736994,0.4502580582023139,0.5268271760612118,1.8566382323593202,2.833723466622847,32,40,28,0,6,9,17,29,27,32,43,27,5,5,6,17,20,53,56,18,11,6,3,10,4,15,15,29,37,32,23,20,18,7,6,25,31,27,27,31,23,22,3,5,2
4,-0.03326865763610837,-0.01810716773302987,0.054260942616250356,2.2777712640885683,1.018009090199067,1.0426555220854985,2.0064105930725837,0.9824935139467256,-2.8334491896241083,-2.13489495193803,-4.57880554454775,0.2745434639477176,2.3001424163758917,2.95608333686197,4.1903390431522505,4.663689925736994,0.5187246556544206,0.543729203629347,2.0143138589437415,3.0767677182275084,37,35,29,0,3,7,13,19,38,39,35,30,7,9,8,19,29,54,40,16,10,12,4,8,8,14,13,27,20,33,37,28,11,9,6,23,28,34,24,29,27,15,7,7,2
5,0.016781864638891638,0.020059322183970135,0.050396714038750366,2.363358411401919,1.035017461711983,1.0092188350673035,2.1279184784124583,1.017635351833578,-2.8334491896241083,-2.72576711253803,-4.57880554454775,0.10241844017496152,2.3001424163758917,2.67207111716197,3.9933967193522504,4.90834956377868,0.5357713885147376,0.5094625167305425,2.26528843977755,3.3105223450228305,33,35,27,0,3,9,10,19,34,41,35,31,8,10,3,8,16,20,52,45,23,17,11,5,10,15,20,16,19,25,31,30,22,12,4,19,26,30,35,26,33,9,14,4,2
6,0.02319871721839164,0.026081845240470126,-0.028546000766249583,2.388368896027894,0.9582658982376638,1.095540835028582,2.173119953632695,1.0670805590933148,-2.4650573935241082,-3.05522924403803,-4.05229621594775,0.10241844017496152,2.3330240899758916,2.72002518766197,4.18151568235225,4.90834956377868,0.45940585610290713,0.6004449919331353,2.3616326035181556,3.421483451554197,35,38,31,0,5,3,20,27,40,35,33,17,14,6,4,8,9,23,36,43,43,19,11,4,19,18,21,15,22,32,22,22,22,7,10,15,27,23,37,22,29,20,15,2,2
7,0.0027476099073916295,-0.030094399102529847,-0.03805820694674962,2.3637180332110717,0.8720038276805862,1.2152851192210494,2.1185079780680414,1.0679809728801317,-3.2432371589241082,-3.60868449093803,-4.395921124647749,0.28868141781349926,2.3330240899758916,3.37499748916197,4.18151568235225,4.851684721886268,0.3801991124248981,0.7389117969287315,2.2447622401269713,3.3638731494805993,39,43,29,0,1,3,2,17,30,55,50,28,11,3,5,6,10,27,39,54,33,17,5,4,8,16,28,18,19,33,24,26,22,6,14,20,24,27,32,25,23,19,11,5,2
8,-0.01436305071410837,0.029828600181970148,-0.05151790489024963,2.393070262606599,0.943487255737706,1.316158772990765,2.0700113803583537,1.0882803350424022,-3.2432371589241082,-3.60868449093803,-4.395921124647749,0.19115415098600053,1.9485863069758917,4.16978479626197,4.0876426877522505,4.960079275062312,0.4451872494826415,0.8665818305546855,2.1438006046686886,3.4555696847060164,37,41,27,0,3,4,7,10,18,34,55,41,22,6,4,9,13,36,64,34,23,9,5,3,7,13,29,22,24,28,19,25,28,5,14,10,28,29,32,32,26,12,10,7,2
9,-0.006715301627608346,-0.02281611942102986,0.09004837040875041,2.435053879697878,1.1878629198134658,1.275940033707862,2.0481149090479014,1.1458634077033116,-4.043018580324108,-2.8694326010380298,-4.5726892425477494,0.19115415098600053,3.1653002114758917,4.16978479626197,4.07703504545225,5.624147556384169,0.7055317057718612,0.814271772461927,2.1014416948387815,3.621245173072568,36,38,24,0,3,4,12,11,28,60,44,29,7,2,11,11,27,50,49,29,12,6,1,4,6,10,25,21,25,31,19,28,28,7,13,17,34,40,28,32,14,13,6,3,2
10,0.033442320002891664,0.010298150559970132,0.07157582611975041,2.6356985324709292,1.2895151822485436,1.2352524427498657,2.252389823580336,1.149521076546538,-4.043018580324108,-3.05054654783803,-5.05876567854775,0.2789680567249592,3.1653002114758917,3.93225844786197,4.318530032152251,5.624147556384169,0.8319838970083364,0.762977324612233,2.5391915081264917,4.13415272974706,38,35,25,0,3,7,9,13,23,59,46,23,12,5,8,11,22,32,57,40,17,6,4,3,7,10,21,23,23,28,16,40,22,10,10,16,25,42,25,36,20,14,6,6,2
11,0.001030039661391653,0.04350507852747012,-0.10108627811374961,2.5592261293081444,1.167592801401662,1.2085994898261248,2.2739115729179953,1.2071177762223793,-3.263921853824108,-3.05054654783803,-5.79399284934775,0.0969858374277529,2.722259685975892,3.44552710676197,4.903850437352251,6.253188796045641,0.681637005433342,0.7313027093328249,2.5904461385366404,4.0033858533028095,44,39,25,0,5,5,12,17,35,48,36,28,6,8,6,9,15,31,55,40,22,14,4,4,4,7,20,30,26,36,22,30,20,5,10,20,30,48,32,28,18,7,5,2,2
12,-0.008499813698108365,-0.05269232776352987,-0.05720672686324958,2.4954375141498404,1.1806009745702635,1.1864635152025709,2.211535456471556,1.2129783015800646,-3.2925813651241085,-3.01161567963803,-5.79399284934775,0.0969858374277529,2.4459345753758917,3.20612038206197,4.903850437352251,6.253188796045641,0.6969454539945792,0.7052360771559897,2.447080842414631,3.8492623735651974,42,43,22,0,3,7,15,15,25,41,36,31,21,6,8,8,16,30,52,40,22,13,7,4,4,6,16,34,21,38,35,24,16,6,11,20,40,41,31,23,20,8,4,2,2
