window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.01515615527260836,0.011611778232470123,0.002597897834250409,2.1644957521694606,1.7930697429227924,1.6851099701403522,1.2273485631443548,1.6959978302621812,-6.700921596224108,-5.409805713438029,-4.24638015334775,0.06437157366235377,6.027397636675892,4.81654908546197,3.52944960035225,8.269811154334908,1.6076644060139278,1.4198652224300696,0.7531956222628351,3.7807252507068334,39,34,40,0,4,3,6,6,46,94,27,8,3,3,1,5,7,19,45,78,21,9,7,8,1,5,7,20,25,82,31,21,4,4,54,39,45,14,18,15,6,6,2,1,6
1,0.027701011972391637,-0.05590913891302987,0.04577397585775038,2.566498580191468,1.7858865629980942,1.72665213753897,1.5918603026579627,1.4573301327299295,-6.700921596224108,-5.409805713438029,-4.24638015334775,0.4272601576166123,6.027397636675892,4.81654908546197,4.329656613852251,8.269811154334908,1.5950790809807192,1.4922267179409454,1.2680572400220624,4.355363038943726,35,31,34,0,4,3,5,9,45,87,36,6,2,3,1,7,11,22,39,60,37,13,6,4,2,10,13,37,38,42,33,15,5,5,31,54,41,29,20,13,4,6,1,1,6
2,0.03300090848289163,-0.02772180225352987,-0.03930809021574963,2.1197779875874248,1.0789092594927951,1.1244864162461634,1.8306513561301403,1.1356686338099033,-4.473217091724108,-3.75721314253803,-3.8622804800477497,0.334536494419571,2.1763518865758917,2.02715568346197,6.15328823485225,6.299220785787503,0.5825671250899938,0.6326190993211616,1.6764147568287653,2.891600981239921,36,32,33,0,2,1,2,9,11,24,50,62,30,9,3,4,3,8,21,39,42,37,25,18,16,16,27,55,41,27,9,4,2,3,26,46,40,34,24,17,5,4,1,3,6
3,-0.019600152203108318,-0.008763660993029871,-0.006029082416749571,2.239449928303226,1.3662398348164555,1.040163180139402,1.9241720897445986,1.2791990832888194,-4.473217091724108,-3.39835526933803,-3.8622804800477497,0.334536494419571,3.271500172875892,2.37521440656197,7.720026474652251,8.559005634955627,0.9334977261028399,0.5410081215358569,1.8512372903934406,3.325743138032138,34,32,37,0,5,3,4,17,24,51,61,21,6,8,2,3,6,15,36,44,37,29,22,6,16,23,44,66,25,16,4,1,4,1,38,63,45,33,11,2,4,2,1,1,6
4,-0.03836348972760832,0.07765745855597013,0.019166445516750452,3.0670087526776655,1.9096453477444897,1.252421773631761,2.5492825969804667,1.5216683325686806,-4.905524411824108,-3.39835526933803,-5.96946454034775,0.3486843769320197,4.319068315875891,2.68663029496197,7.720026474652251,8.559005634955627,1.8241085557531265,0.787295489968149,3.2496045559506057,5.861008601671886,35,28,44,0,7,8,10,26,30,53,24,21,13,8,2,5,12,24,33,31,37,31,13,12,6,16,16,45,61,17,19,12,5,3,22,38,36,27,34,29,9,3,1,1,6
5,-0.043506018561108334,0.021869247433970118,-0.0617242874317495,3.651297061982751,2.1025632424804312,1.4382249626255745,2.935781671614385,1.335023574917525,-4.905524411824108,-3.72170227333803,-5.96946454034775,0.6602386655934245,4.319068315875891,2.88931772666197,6.915718967252251,7.045416346094031,2.211332481140433,1.0344846535513321,4.311311955522952,7.557129090214719,35,26,44,0,9,10,17,20,28,38,30,24,15,9,2,6,14,34,27,23,34,29,15,16,9,28,13,20,49,36,11,15,14,5,8,20,20,28,26,36,40,13,6,3,6
6,0.031095710916891662,-0.1042781945025299,-0.03893912989524959,3.6603856880114534,1.9982398127517942,1.44840049270558,3.0388956822838873,1.393071089450856,-4.434543353124108,-3.72170227333803,-5.958846694447749,0.15981902829880829,3.8436117704758916,2.88931772666197,6.96898400795225,7.084278249136576,1.996964646251875,1.0543689645592387,4.618201611820328,7.669535222631442,35,28,44,0,8,16,15,16,24,39,26,25,20,11,2,7,18,36,25,25,30,31,13,13,9,31,12,20,47,31,17,12,13,8,2,12,21,26,37,34,31,24,7,6,6
7,0.052664946120391666,-0.016586472292029888,-0.01139194268274959,3.787877086927912,1.9860638565065818,1.4029935035210634,3.2176554041922816,1.3861141264230221,-4.434543353124108,-2.66395123033803,-5.52811364764775,0.15981902829880829,3.8436117704758916,3.34280243366197,6.96898400795225,7.084278249136576,1.973611619335831,0.9843329409927009,5.17671803824294,8.13466259857147,42,29,42,0,5,15,15,17,29,44,20,20,21,14,12,25,30,25,27,20,32,14,13,2,27,20,10,33,36,20,20,11,13,10,2,8,20,24,40,34,28,29,8,7,6
8,-0.03680680722110832,0.0564402898984701,0.05634683968775036,3.750652447830344,2.0296269103637616,1.5007290513876148,3.079984719931176,1.3409699419710035,-4.187151095024109,-3.22844418383803,-6.31813990284775,0.4010663489287244,3.776028746275892,3.71462348136197,6.78157412125225,7.020562341605154,2.0603700681652795,1.1276865960012967,4.744740420676158,7.932797084842736,40,27,45,0,12,18,10,22,22,43,20,17,21,15,4,16,37,23,25,31,31,20,10,3,5,28,12,18,43,32,23,15,15,9,4,9,23,25,39,30,35,23,7,5,6
9,-0.036445824403608336,-0.029215073358029944,-0.04447224896874963,3.7173529646615013,1.9487730768403173,1.4785959149036196,3.0893513255866227,1.3090074610824842,-4.187151095024109,-3.22844418383803,-6.31813990284775,0.4010663489287244,3.5310476165758917,3.71462348136197,6.92830429545225,7.000596172383771,1.8995224015670664,1.093549700040494,4.773034696916081,7.76610679852364,38,27,46,0,8,22,11,16,23,35,29,18,25,13,3,16,42,30,22,30,25,17,14,1,7,28,13,21,44,29,21,17,12,8,3,10,19,30,39,30,34,24,7,4,6
