window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.019171773056108364,0.016942881158470126,0.0694804842687504,3.023709783555625,1.8261369373469767,1.3267602081721839,3.1418075904237885,2.414266969455721,-6.769689019724108,-5.27351517393803,-8.618767926347749,0.05977978645894851,5.092118782675891,3.1389400054619703,12.76958428335225,12.846519084305964,1.6675718354125553,0.8802898556055228,4.937891236469375,7.485752927487455,43,39,39,0,1,2,10,14,24,75,44,13,14,3,1,5,1,5,22,31,86,27,9,13,6,11,16,67,66,20,6,4,1,3,58,39,44,29,13,7,6,1,0,3,12
1,-0.028700778002608313,-0.05443071157952989,-0.009141542636249627,4.175314460015681,2.0858821347027487,1.5158706994986075,4.044582393579082,2.3617862224865154,-6.769689019724108,-5.27351517393803,-8.172826964947749,0.4704751149665991,5.092118782675891,3.31264754656197,12.76958428335225,13.667090558392001,2.1758640072650253,1.1504133399807248,8.179365153125834,11.505642500371586,34,51,37,0,1,2,10,22,38,47,35,24,15,6,2,5,2,9,35,35,52,31,20,9,15,18,23,56,42,27,6,4,4,5,24,50,50,36,16,14,2,3,3,2,12
2,-0.015232259070608323,-0.04837240510902992,-0.10133511338924951,4.410260356505577,2.500122434312595,1.5912417717757916,4.140342755530983,2.5470659591790223,-4.836593719424108,-6.297136827638029,-8.61824746984775,0.3863872404249942,7.722433132075892,3.7180978004619702,12.58425355705225,13.667090558392001,3.125422104134765,1.2671951329100972,8.576353469241758,12.968970706286616,29,51,40,0,10,25,38,49,26,25,14,7,1,5,2,1,3,7,23,44,54,42,18,6,14,18,17,46,57,28,6,2,5,7,18,46,54,31,22,14,5,3,4,3,12
3,-0.012377884534608278,0.03874474544347015,-0.07496750901924963,4.62518519672041,2.8622441817375446,1.7285718226362137,3.9510320722774632,2.3250791661445427,-5.783096669424109,-6.297136827638029,-9.48501019814775,0.3863872404249942,7.722433132075892,3.7180978004619702,11.71260793305225,13.20837587630471,4.0962974839579855,1.4947308506556813,7.808137281786855,13.399165616400532,28,43,33,0,6,23,36,40,24,23,26,12,4,6,3,2,5,6,23,30,50,58,16,7,8,18,14,32,53,48,14,7,0,6,12,37,53,39,25,19,7,3,3,2,12
4,0.07246367691089166,-0.03800982048652988,0.021219399876250343,4.9021323570145015,2.7219854194005126,1.6878642592156379,4.385426427525856,2.338011907663472,-5.783096669424109,-5.399142209938029,-9.48501019814775,0.9040384703627123,7.0323715452758915,3.42722886916197,12.85049965745225,12.860158681230635,3.7072278039502127,1.4251652519954863,9.61620760708666,14.748600663032361,29,38,33,0,3,22,28,41,28,22,26,19,8,3,1,5,9,13,26,32,40,50,17,7,15,16,12,39,52,39,14,3,5,5,16,33,53,37,23,15,11,7,2,3,12
5,-0.010627176036608281,0.017674989577970073,0.13052861902975033,4.861846668056191,2.6731832131232895,1.712533567196157,4.423223050579167,2.4542803229656602,-4.871389231624108,-5.81114195013803,-9.60779712694775,0.49976622093936734,7.0323715452758915,3.64737264216197,12.85049965745225,12.860158681230635,3.5730107138973337,1.4665418120150877,9.79096993778034,14.830522463692757,29,37,43,0,16,30,20,40,25,25,21,14,7,2,2,1,8,14,23,38,40,46,21,7,15,12,11,37,66,33,12,2,6,6,14,24,51,51,22,11,12,9,2,4,12
6,-0.04897483655560831,0.12560786625797013,0.001905715995250361,4.739717160121405,2.4712114435108594,1.7953038363607778,4.361902185263185,2.4309367086948535,-4.871389231624108,-6.29136715533803,-9.60779712694775,0.36933016689175613,5.370181493275892,3.64737264216197,12.07527374045225,12.087085679949208,3.054642266577336,1.6194466004588022,9.513097152778599,14.187186019814733,29,35,39,0,15,16,21,33,23,24,28,23,10,7,5,2,4,6,15,33,47,52,30,6,16,12,12,28,56,43,19,3,5,6,15,26,37,54,23,13,14,10,5,3,12
7,-0.02183676448110835,-0.06183041253452983,-0.11151074088924963,4.55590604749114,2.369428203830386,1.970962720875124,4.102326349051843,2.363983948819429,-5.166423957824108,-7.5855123854380295,-9.086015287147749,0.36933016689175613,5.167480870675892,3.09431530676197,11.11950440845225,11.19543282535574,2.8073334286949456,1.94425852349683,8.420758059729346,13.172350011921115,28,34,34,0,6,14,21,35,29,24,24,25,15,7,1,7,4,4,5,16,42,54,56,11,13,14,13,27,64,38,16,1,7,7,14,21,45,45,23,15,13,12,7,5,12
8,-0.02998510723410834,-0.015478726509529894,0.03336353101975045,4.4939314250969415,2.5760278410783823,2.0362076173727255,3.846963556113205,2.3212112507221905,-5.368258259224108,-7.5855123854380295,-9.132096256747749,0.5886747577118433,7.074723329975892,3.16818069796197,12.03946205225225,12.699351247504222,3.318409272333397,2.0731905260105323,7.400120863632627,12.791720661976553,28,38,35,0,8,24,25,45,20,29,29,15,2,3,2,6,6,3,6,16,38,52,59,12,11,13,11,39,63,46,6,1,5,5,20,32,60,35,16,16,10,6,4,1,12
9,0.10583302893939167,0.0037421670464701795,0.029087500103250327,4.908372987334923,2.5802720609979692,1.832220876251526,4.541523345461793,2.561290081034335,-5.368258259224108,-6.895702021038029,-10.50194438974775,0.6001559033121553,7.074723329975892,3.20359575236197,12.03946205225225,12.699351247504222,3.334502269390594,1.6785236715930594,10.313140190018364,15.32616613100201,28,40,37,0,5,29,23,31,30,32,29,15,1,5,2,5,4,3,14,21,42,54,47,8,13,10,14,21,62,34,25,8,6,7,15,34,47,35,23,16,9,13,5,3,12
10,0.04880434529789165,-0.07150696380602989,-0.03629961289524965,4.812568352504113,2.5845127365116207,1.7057690790816142,4.466572976033868,2.527375518387146,-5.757031157924108,-5.605312670238029,-10.50194438974775,0.7215141618350205,6.457338136175892,3.7535485737619703,11.674300072552251,12.14777437940474,3.3410439746553697,1.4573806985118483,9.975795906066192,14.774220579233415,30,39,33,0,3,14,31,35,28,28,29,17,11,4,3,5,5,17,24,36,49,45,11,5,14,8,12,23,59,38,24,9,7,6,17,34,46,36,23,14,6,12,9,3,12
11,-0.09645444426610839,0.03754711125647011,0.052972687648250354,4.428462567509061,2.6351873010915288,1.5677622298978455,3.912139751427997,2.260346565290723,-6.197832648424108,-5.148182493938029,-11.91625499224775,0.5914985734413505,6.457338136175892,3.7535485737619703,11.17686009105225,11.944476822627681,3.4767577858263694,1.2296440975289848,7.653821770169889,12.360223653525267,33,39,24,0,7,13,24,26,32,38,25,21,12,2,2,5,7,16,28,34,62,28,15,3,2,8,11,20,47,51,43,7,6,5,20,29,45,48,25,12,7,7,4,3,12
12,-0.03375516709260834,0.07014059119847006,0.031696813980250364,4.483984792485414,2.5590369388226066,1.3459036642982596,4.112426636580177,2.2744502086656784,-6.197832648424108,-3.96121022543803,-11.91625499224775,0.5423208202406414,6.172924770475892,3.0602604919619703,12.32826255595225,12.449184618676094,3.274904732782013,0.9081881880525765,8.456528764635324,12.639621685469917,31,34,26,0,4,15,19,28,28,37,30,28,9,2,2,3,9,29,28,27,53,28,11,10,3,6,18,24,50,57,24,7,7,4,16,39,34,59,22,11,7,5,4,3,12
13,-0.00607680536010828,-0.029453144895029867,-0.09259873521824957,4.538651530552361,2.6060455795605844,1.5626519285108516,4.083395794627286,2.305991555338412,-4.7809196105241085,-5.31354487323803,-9.67659527284775,0.5423208202406414,7.528583913475892,3.26844263396197,12.32826255595225,12.449184618676094,3.395755245155322,1.2213742687114468,8.341347870671916,12.958477384538682,30,29,31,0,14,29,35,29,28,24,26,10,4,1,3,2,4,10,36,32,42,42,20,9,10,12,19,37,58,39,9,6,7,3,17,35,43,47,26,9,8,8,6,1,12
