window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.0031871709086083626,0.017543821388970145,0.002031497672750413,1.437796606889508,0.91892051339223,0.8851917611821393,1.0646235447989725,0.8333460530087426,-2.284354438624108,-3.40828521773803,-4.85562212844775,0.17405901526637096,3.1487597588758915,2.19597475226197,2.8345648182522503,5.820945934966498,0.42221253399572056,0.391936119866833,0.5667137095615624,1.380862363424115,47,38,47,0,5,18,22,44,49,35,18,6,2,1,2,0,1,11,33,50,44,34,17,8,1,1,3,3,16,46,80,30,14,6,35,70,42,36,7,3,6,0,0,1,11
1,-0.015938063037108346,0.02009348237547014,0.009184098113750386,1.7985884475048595,0.8934564828608544,1.0925800482998111,1.6906079063106552,1.2712090526882553,-2.3037556147241083,-3.40828521773803,-5.641289541847749,0.0899251168850656,3.1487597588758915,3.53174562306197,6.25656574355225,6.5472621831110365,0.39925925430973147,0.5970674549883949,1.4291197202691301,2.4254464295672573,42,28,39,0,5,19,20,42,53,41,12,4,3,1,3,0,11,40,62,40,23,14,4,3,2,9,10,12,100,42,13,8,1,3,37,54,42,28,12,12,9,1,3,2,11
2,-0.0029674971646083746,-0.06188022123002985,0.0485259516772504,2.3994200221194846,1.0372981893441453,1.2131243792061488,2.3566574363194035,1.5331238888158074,-2.741987531324108,-2.7385210720380297,-5.641289541847749,0.0899251168850656,2.582532161075892,4.34446553366197,7.305552102452251,7.601458604763782,0.5379981698280321,0.7377499606018906,2.778094520072864,4.053842650502786,37,24,31,0,4,7,19,25,34,37,44,18,9,3,4,19,45,62,35,15,8,6,4,2,5,16,19,34,60,38,13,6,5,4,31,39,39,34,18,20,6,7,5,1,11
3,0.014206908906391648,0.01692461518347014,-0.005574270247749633,2.89323024979037,1.2013034954974975,1.436435428987664,2.704322173307996,1.565111280400631,-2.741987531324108,-2.45708600403803,-5.90170160634775,0.32538919562539564,2.582532161075892,5.243509917161971,7.305552102452251,7.601458604763782,0.7216659622775901,1.0318165921250415,3.656694744767039,5.410177299169672,32,27,28,0,5,12,25,27,24,18,38,35,13,3,14,37,58,45,21,6,7,5,4,3,6,23,19,30,47,34,21,5,10,5,23,29,38,44,14,25,12,9,3,3,11
4,0.00751446354439165,0.026516785569970197,-0.01516234119124965,2.892347404098962,1.1577433491974354,1.5232080508532848,2.6672540093485027,1.5524472219217462,-2.3579833883241084,-2.01503212653803,-7.54541584254775,0.2922302241116684,2.2401139234758918,5.491338934461971,7.07156958495225,7.7764658448837505,0.6702130648866281,1.160432953050613,3.5572369234880346,5.387882941425271,33,29,31,0,9,21,23,21,16,16,33,31,28,2,35,54,45,33,6,9,4,7,3,4,1,3,24,25,35,53,34,10,8,7,19,28,43,46,20,19,12,6,3,4,11
5,-0.016068353249608383,-0.05172221578052988,0.0689767459987504,2.789811535640741,1.0544159398959807,1.466084415120438,2.6607133767428364,1.6016350790426175,-2.3579833883241084,-2.03414382163803,-7.54541584254775,0.2843798896232846,1.9317108881758918,5.491338934461971,7.07156958495225,7.7764658448837505,0.5560255831414392,1.0760393499321423,3.54207673233342,5.174141665407003,30,30,33,0,5,16,20,29,14,21,22,37,30,6,29,65,47,28,7,7,5,6,4,2,1,4,22,21,33,60,36,7,8,8,23,30,51,36,20,15,7,9,7,2,11
6,0.003511728615891635,0.0311828933209701,-0.026927744909749612,2.931855341274688,1.0186805122362814,1.4465763329052024,2.9444019429674624,1.790455232906077,-2.5319852934241083,-2.03414382163803,-7.0886989575477495,0.14431811523163454,1.7815050051758916,4.29410479786197,8.29843152505225,8.882915565935877,0.5188611591239222,1.0467777298786647,4.33511395259825,5.900752841600838,31,28,38,0,5,6,20,22,23,13,26,39,37,9,16,58,42,31,17,9,6,10,2,9,5,14,24,26,58,34,20,5,11,3,26,40,51,24,23,12,11,8,3,2,11
7,0.0015014277558916733,-0.034469724101529875,-0.047456517511749646,3.0899631524090294,1.2160307685771892,1.4022824816156607,3.0483905974631664,1.7870037708544941,-2.7284060013241085,-2.4078432952380298,-7.0886989575477495,0.14431811523163454,2.714021604875892,5.937109392861971,8.29843152505225,8.882915565935877,0.7393665422058673,0.9837921600629054,4.647468677878091,6.370627380146868,32,28,38,0,11,11,21,25,22,23,45,34,6,2,13,60,56,34,13,11,7,4,1,1,6,16,22,27,55,31,24,8,6,5,22,31,49,32,24,20,10,5,3,4,11
8,-0.0033323622251083375,-0.0011538820115298749,-0.020371221785249617,3.00963484477017,1.226064064036231,1.5206726459296998,2.818466832275248,1.643763728076364,-2.7284060013241085,-2.4078432952380298,-6.49152959764775,0.3010443238720064,2.714021604875892,5.937109392861971,8.05508786795225,8.302789837635853,0.7516220968795184,1.1562233137612652,3.9720851356563474,5.87993054629713,32,28,34,0,8,14,23,25,24,28,32,36,7,3,16,51,67,35,9,8,3,5,3,3,3,24,19,28,57,29,21,9,8,2,24,32,39,36,23,21,14,7,2,2,11
9,0.0017534330198916192,0.007271694027970104,-0.06691659407674963,2.735956273608354,1.0029844158701866,1.464274400432044,2.6010810164078624,1.560377122263642,-2.3254268265241085,-1.8839448912380299,-6.4865187070477495,0.30716992592430953,2.3090981001758917,5.29305522106197,6.43202005355225,6.931717443613243,0.5029904065029072,1.07207619864733,3.3850501422400985,4.960116747390337,32,25,31,0,5,22,15,22,23,32,46,26,5,4,32,63,46,30,7,4,5,5,5,3,3,12,22,24,35,43,38,8,5,10,21,23,52,36,16,16,14,8,8,6,11
10,-0.022101849058608358,0.020120335410470185,-0.01876955133874958,2.8294552037385206,1.0067012935806723,1.4202217919302758,2.77245264767299,1.6469365446436943,-1.9710779596241084,-2.07945446583803,-6.71631229004775,0.21603362942044751,2.0997010212758918,4.92672185486197,7.047428237352251,7.357159296521325,0.5069679931144047,1.008717383085336,3.843422989823212,5.359108366022955,32,27,27,0,16,25,16,20,17,25,39,27,12,3,19,55,52,26,21,7,4,8,5,3,5,12,20,27,46,36,31,8,6,9,19,26,48,39,18,13,16,8,8,5,11
11,-0.007213724488608353,-0.004303209712529869,0.0013689179782504035,2.940110875400641,1.0673488191151874,1.492150909141445,2.8165514048519578,1.6292728817524427,-2.084888944024108,-2.3974671605380298,-6.71631229004775,0.21603362942044751,2.0997010212758918,4.92672185486197,7.047428237352251,7.357159296521325,0.5696427697437919,1.1132664266327357,3.966481845054982,5.649391041431516,30,30,28,0,13,19,22,26,16,18,29,33,20,4,10,47,56,34,26,4,8,4,6,5,5,14,20,21,48,38,30,10,4,10,15,30,39,43,20,13,18,8,9,5,11
12,0.005168685752391648,-0.00524119973502983,0.00427748140225036,2.884316052836427,1.0028203225619312,1.3960417718802778,2.806460719480802,1.5848016872311965,-2.084888944024108,-2.3974671605380298,-6.04306130554775,0.21029734719680895,2.0022857586758915,4.797617807661971,6.79431290785225,6.8724507596189275,0.502837657327811,0.9744800495046435,3.9381200334179227,5.41543774025038,29,28,27,0,12,20,14,24,21,17,34,38,18,2,8,44,51,40,28,8,8,4,5,4,5,26,14,27,40,35,32,3,8,10,17,26,33,44,19,15,19,12,6,9,11
13,-0.0017108681561083655,0.01694080775547012,0.06843794660725037,2.795341818084391,1.0393813123347495,1.2913346819157234,2.7642893871915604,1.6062977245612706,-2.334742176324108,-1.8130319206380299,-6.04306130554775,0.21029734719680895,2.0022857586758915,4.301561155961971,6.950489074652251,7.123736216221231,0.5401582197502767,0.8339161258428947,3.822989784337856,5.197064129931027,30,29,28,0,9,18,17,16,13,28,36,42,19,2,31,53,36,29,23,6,8,5,8,1,7,19,16,28,47,31,31,1,11,9,21,30,36,43,19,10,20,7,9,5,11
14,0.020149525487891635,0.01078138874397022,0.012294287097250405,2.9258318530244454,1.0643086795758272,1.4372926612528163,2.856187602281978,1.6722894898863454,-2.334742176324108,-1.93370871413803,-5.744703834047749,0.14793413527465457,1.9201031728758917,5.516608464961971,7.63151570265225,8.069530750492278,0.5665794843989144,1.032963216217226,4.078979384462253,5.678522085078387,32,27,28,0,11,16,15,14,17,26,27,46,19,9,31,68,40,27,10,8,6,6,2,2,12,21,19,30,45,37,17,6,9,4,18,34,41,44,16,20,9,14,2,2,11
15,-0.014474257290108358,-0.013558116078029894,0.03817711227625042,2.883015169854417,1.0617143131964373,1.5028618321297658,2.761844406434721,1.6442900728278231,-2.1581975914241083,-1.93370871413803,-5.6793826953477495,0.14793413527465457,2.6858448900758916,5.516608464961971,7.63151570265225,8.069530750492278,0.5637233934851412,1.1293887544920098,3.814621008628253,5.507733156605404,32,25,24,0,11,28,22,21,24,30,44,16,3,1,36,60,47,26,9,5,4,7,3,3,11,21,17,38,41,40,15,4,8,5,17,35,47,40,15,19,12,10,3,2,11
16,0.03258075062939165,-0.002810681612529905,0.02890766828125038,2.737429294330675,1.0293208753667344,1.3563720336561484,2.608394685124471,1.487062644478796,-2.0551276365241082,-2.05587786573803,-5.74248679564775,0.25155973690310374,3.0601896086758917,5.44974352126197,6.9213393022522505,7.170274774308834,0.5302814848886572,0.9198764968078211,3.402279243335521,4.852437225032005,32,27,22,0,14,30,21,22,35,45,28,2,0,3,24,53,55,37,11,3,9,4,3,1,3,26,18,29,38,42,25,5,7,7,17,32,42,42,16,21,14,9,3,4,11
17,0.02354022321139165,0.01370600917947013,-0.04332287456374968,2.7902747079115233,1.0715732893345642,1.3516905392641816,2.6829860916475186,1.546200801633409,-2.588055592524108,-3.40489214343803,-6.50443454274775,0.40903938270537604,3.0601896086758917,4.500048712361971,7.45905590305225,7.602026392977387,0.5744117282620695,0.9136275843119611,3.600145619717247,5.088184932291281,33,29,25,0,4,18,24,28,28,45,39,10,2,2,3,6,31,56,47,24,16,9,6,2,4,14,21,34,47,34,27,6,9,4,27,36,45,25,25,18,9,9,2,4,11
18,-0.03634235329710839,-0.07457878724752988,-0.023407993355249585,2.8122544271993344,1.1371497624021378,1.3921900861155188,2.6346655465012803,1.5071234497981965,-3.1797112143241084,-3.40489214343803,-6.50443454274775,0.353669517332534,2.258154899775892,5.2190861367619705,7.45905590305225,7.602026392977387,0.647215174387205,0.9718776156928237,3.471005238036903,5.09009802811693,36,28,27,0,2,7,17,21,20,28,39,40,18,8,4,11,47,63,35,20,11,4,4,1,3,18,17,32,48,36,27,7,10,2,23,37,41,27,27,19,13,9,2,2,11
19,-0.01638429097310836,0.04682715847547015,-0.040142325772749635,2.7521848732423386,1.0598587942101398,1.457760398480827,2.538072679530468,1.4559292658637624,-3.1797112143241084,-2.67325287233803,-5.06052163554775,0.2989600502929468,2.1264485222758918,5.2190861367619705,5.849946964952251,5.943583540501426,0.5617845543276313,1.0636290810749336,3.2217121664487087,4.8471258018512735,41,26,30,0,4,6,6,19,20,31,35,57,18,4,3,35,64,46,21,11,6,4,9,1,14,21,15,23,45,31,27,6,8,10,17,24,31,33,20,17,20,14,13,11,11
20,-0.011317411207608364,0.01963309721697016,0.0018906284437503462,2.7622416784637305,1.241962674877593,1.340930020408313,2.555055380802587,1.4964660473683167,-3.4715653434241083,-2.00441729803803,-5.4246765297477495,0.2989600502929468,1.9652668463758918,4.324035111861971,6.724155314552251,7.255434941898906,0.7712996847927736,0.8992393890692846,3.2641557867220827,4.934694860584142,39,29,25,0,6,5,11,15,12,22,30,51,31,17,12,60,48,24,25,7,8,4,6,6,14,17,14,30,42,43,18,10,9,3,20,33,40,35,23,15,19,12,1,2,11
21,0.011100946726391652,0.0035251643164701217,0.012098428533750354,2.898731633789654,1.2465726785914377,1.268056508398975,2.8145169043082987,1.6373921647493714,-3.4715653434241083,-2.00441729803803,-5.4246765297477495,0.37023270091327765,1.9652668463758918,3.73231395526197,6.73575073945225,7.430083216841231,0.7770333370144263,0.8039898676382287,3.9608258883050786,5.541849092957733,37,34,25,0,4,7,12,12,15,20,33,40,38,19,12,44,47,32,27,9,8,8,7,6,19,15,13,35,35,41,19,6,8,9,25,27,46,30,18,17,19,8,5,5,11
22,-0.022961702246108336,0.005186546340470155,0.07209046144475038,2.770963076517731,1.1492568382438402,1.2438374069343765,2.7784920845083074,1.7074705977130265,-3.352852509324108,-1.98995830703803,-5.96724210714775,0.35178073806791715,2.1912333745758916,3.73231395526197,6.73575073945225,7.430083216841231,0.6606592600101338,0.773579197576088,3.862607649153321,5.296846106739545,39,34,29,0,5,7,7,11,28,27,42,43,24,6,11,38,55,39,20,6,11,8,6,6,11,16,13,26,47,34,31,5,5,12,34,30,40,28,19,14,16,6,9,4,11
23,0.0052162179558916414,-0.004568921436529837,0.01850136319575035,2.885674753913355,1.1879899090279327,1.2379419929761073,2.919074786898063,1.7714653856256615,-3.6294674093241084,-1.98995830703803,-6.10940990394775,0.16598244665565073,2.1912333745758916,3.87805964476197,7.22544877595225,7.465670431987645,0.7056736164409796,0.7662606265083742,4.260669955972035,5.73260419892139,41,31,28,0,5,7,4,15,15,26,50,34,36,8,9,44,58,36,15,12,9,8,3,6,11,20,16,23,45,40,23,5,9,8,26,27,38,30,20,18,16,11,9,5,11
24,0.04549915908089165,0.010696955761470119,-0.045079601147249584,3.212880654837302,1.5295818173250666,1.4454997355434909,3.0938680867761583,1.9190425806300346,-5.254040924224109,-3.13488437843803,-7.70027631254775,0.16598244665565073,4.771489214475892,4.417808451861971,7.22544877595225,8.084966064232704,1.1708453546842608,1.0447919551594322,4.7870259544057765,7.002663264249477,39,30,29,0,2,6,10,16,33,69,49,9,4,2,5,9,45,56,32,20,13,11,2,7,3,14,17,14,51,29,43,9,10,10,21,32,37,30,21,13,18,14,6,8,11
25,-0.004838454217608317,-0.03873676855152989,0.044028211895750374,3.1626639903364704,1.5305984705901576,1.403629653874813,2.988029642309165,1.80062432013917,-5.254040924224109,-3.13488437843803,-7.70027631254775,0.22873831250937923,4.771489214475892,4.417808451861971,7.17489387415225,8.084966064232704,1.1713775444060732,0.9858383712372718,4.465129813380488,6.622345729023831,34,30,26,0,2,5,11,18,37,61,51,9,4,2,5,12,44,50,34,26,12,9,4,4,3,9,17,16,51,32,41,11,10,10,19,34,37,36,18,20,14,9,7,6,11
26,-0.006216910874608351,0.01109426165297013,-0.008144271477249544,2.8353472857128987,1.0712281311628358,1.2635383645921603,2.7960095307771375,1.5883205076961853,-2.6984413137241083,-2.4190694914380297,-5.74350034614775,0.1873078932977397,1.8800867686758918,3.5646072328619702,6.9968719040522505,7.235568624834533,0.573784179487722,0.7983261407189284,3.9088678126772454,5.280978132883896,29,30,24,0,5,8,16,19,22,20,28,42,30,10,4,25,44,42,27,23,16,7,4,8,6,23,20,33,39,35,23,4,8,9,20,30,27,45,21,20,20,5,7,5,11
27,-0.003591666990608342,-0.008370893838029884,-0.01780049077574958,2.853594355543155,1.1018415496919478,1.2544038526098524,2.8210891261108157,1.6135447830631149,-3.0123567583241084,-2.4190694914380297,-5.74350034614775,0.1873078932977397,2.026505755975892,3.71584648996197,6.9968719040522505,7.235568624834533,0.6070338503496625,0.7867995486530441,3.979430357466273,5.373263756468981,29,30,24,0,5,4,9,32,16,22,34,37,31,10,3,24,52,45,22,24,13,5,7,5,8,23,19,31,36,38,26,3,6,10,21,27,31,44,20,21,17,6,7,6,11
28,-0.0025625505891083687,0.006852908034470133,-0.005948978875249578,2.892070651632496,1.0956456003625117,1.30045748902143,2.879495334984116,1.6790290682030058,-3.0123567583241084,-2.1902629559380298,-5.53882590794775,0.24384009229152212,2.026505755975892,5.178969765161971,6.93049953105225,7.059374703474237,0.6002229241296245,0.8456183215502261,4.145764387272476,5.5916056329523265,32,30,26,0,5,6,8,25,22,22,32,44,29,7,21,38,67,27,26,6,8,3,3,1,19,15,17,34,35,36,24,3,7,10,25,22,33,42,19,18,16,10,6,9,11
