window,x_mean,y_mean,z_mean,rv_mean,x_std,y_std,z_std,rv_std,x_min,y_min,z_min,rv_min,x_max,y_max,z_max,rv_max,x_rms,y_rms,z_rms,rv_rms,x_signal_changes,y_signal_changes,z_signal_changes,rv_signal_changes,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,user
0,-0.018699295878608347,0.04035416696697013,-0.018555927027749605,2.164632151407757,1.39047693758159,1.286294138932857,1.9064813328352963,1.593530637366718,-5.153342671224109,-5.143043360838029,-5.51717210914775,0.17939715917415688,4.075454975575892,3.89975005906197,8.26398965765225,9.028772502066301,0.9668878888063156,0.8280905353223084,1.8175076974386537,3.6124861215672808,46,38,41,0,2,3,5,15,38,62,47,19,8,1,1,3,2,10,33,81,41,16,6,7,4,6,22,86,51,16,6,6,2,1,59,54,31,18,22,10,4,0,1,1,5
1,-0.011416642848608341,-0.001608046858029818,-0.0018553541297495946,2.797569604415406,1.6240030854853749,1.7600477877608047,2.2548494127798513,1.730098490699291,-5.153342671224109,-3.75304179613803,-6.81805810504775,0.15995760884563556,4.075454975575892,7.249286614061971,5.30918666695225,8.671076416134925,1.3187581806999764,1.548885400508201,2.542174658326294,5.409818239534471,39,40,34,0,2,4,11,20,35,37,51,26,11,3,11,22,47,66,30,10,8,4,0,2,4,6,8,16,18,76,34,19,10,9,34,40,36,22,28,25,7,6,1,1,5
2,0.02718225567439164,-0.053151649619029843,0.05700673413675043,3.248240848344585,1.7152250422362774,2.05724398907881,2.513099244940224,1.7162933090814751,-4.228879946124108,-4.81020147963803,-6.81805810504775,0.15995760884563556,3.6278359096758916,7.249286614061971,6.43944088345225,8.671076416134925,1.4713679102689934,2.1175389642290594,3.1594587913280323,6.748365665826085,40,37,27,0,4,11,17,21,22,32,48,26,11,8,3,15,34,63,47,15,9,7,4,3,7,8,9,21,37,54,37,11,13,3,14,36,41,30,28,24,13,9,4,1,5
3,0.003915340020891689,-0.03778342699402987,0.05081031901825041,2.9781149742504467,1.7693400625726807,1.7720443747810193,2.2062206239241884,1.5076374798183634,-4.228879946124108,-4.81020147963803,-6.15712748804775,0.4178325687253689,3.6278359096758916,6.314560930561971,6.43944088345225,7.682077047357856,1.565289793456087,1.5707844267742317,2.4349955649735855,5.571069785203904,37,32,28,0,7,8,19,21,26,31,40,24,17,7,2,9,18,75,49,26,5,6,7,3,3,5,18,26,55,44,29,10,6,4,18,31,44,34,29,16,13,9,3,3,5
4,-0.001820248234608335,-0.009194352008029833,0.009288414556250364,2.7964408799309064,1.6404692240763128,1.6687010082046017,1.9702887426387001,1.240093782099603,-3.8317797423241085,-4.216252078738029,-4.81358134834775,0.4178325687253689,3.0976376475758918,5.245435723361971,6.05043332585225,6.574771123511158,1.3455712942225893,1.3923237954459509,1.9410620020068812,4.678957091675419,36,24,25,0,7,10,20,24,22,21,28,35,22,11,3,8,19,67,39,35,11,5,8,5,4,11,27,40,54,20,28,10,3,3,18,19,30,49,34,20,16,9,2,3,5
5,-0.002938240930108319,0.01660201426747019,-0.005173311672749571,3.0257478835740845,1.7058579059086514,1.860318730269254,2.1338778974872357,1.3301626303066556,-4.253829304024109,-4.216252078738029,-5.678431850847749,0.5202768249425621,2.767391785375892,5.280424515761971,5.32751109755225,6.574771123511158,1.4549799142054067,1.7305307025341734,2.276730822269103,5.462241439008685,38,20,22,0,4,10,18,13,19,21,30,35,32,18,4,10,25,60,40,25,12,10,6,8,4,7,12,28,49,36,28,19,12,5,20,16,21,42,33,30,16,11,8,3,5
6,-0.06443750699160834,-0.015512218458529847,0.00793238872525037,3.208583189595789,1.8042512430358841,1.8261202736576412,2.3867258502092805,1.4127801475743471,-4.253829304024109,-3.8823771261380298,-6.69796807554775,0.5799855833256935,3.330567293375892,5.280424515761971,6.35077359075225,7.118913570049066,1.629737370151913,1.6674779413924807,2.848261603424053,6.145476914968444,38,25,26,0,8,13,19,13,24,24,35,34,25,5,4,14,39,55,33,20,11,13,6,5,2,8,12,27,46,46,31,14,10,4,20,18,22,37,40,30,16,9,5,3,5
7,0.00976386220689168,-0.011910976707029832,-0.10206116356574961,3.4544112966993397,2.0718388725525876,1.8202575699787102,2.520749730221744,1.427490601024559,-5.050873932624108,-2.98660084153803,-6.69796807554775,0.5638169790731528,5.627421414875892,5.864482129961971,7.023374584952251,7.550472235880791,2.146305823412585,1.6567397462154574,3.182297841760694,6.985343411388735,38,33,22,0,6,12,26,26,31,38,45,14,0,2,18,35,50,37,22,14,12,5,4,3,1,14,17,31,52,35,30,9,6,5,14,14,33,33,45,28,17,6,6,4,5
8,0.05018512298089171,-0.007120882501529846,-0.0856297816887496,3.4723262832237003,2.1692020191449197,1.7602332124716096,2.4898175296037532,1.3985355157287962,-5.050873932624108,-2.63867981373803,-6.03717274344775,0.5638169790731528,5.627421414875892,5.864482129961971,7.023374584952251,7.550472235880791,2.353977973215501,1.5492358346278647,3.1032618951171,7.006475702960471,36,34,23,0,7,17,16,27,28,34,51,17,1,2,24,37,62,26,18,12,8,5,4,4,2,18,25,31,38,48,19,9,6,4,10,15,37,34,44,25,17,8,8,2,5
9,-0.006115046803608367,0.03409757777147011,0.10100931630725044,3.228958228187493,1.974672387840158,1.573831980571883,2.4311000027479945,1.3681217222670277,-5.196507382324108,-2.5370563804380297,-6.03717274344775,0.2978078932841287,4.7520586377758915,5.83622719706197,6.11513916475225,6.8502741429275895,1.9496842165478805,1.2390548739403482,2.9602250526710776,6.148964143159307,37,35,27,0,3,14,14,22,30,42,34,34,2,5,15,41,63,33,20,10,7,6,4,1,1,13,19,24,47,32,32,16,10,6,10,16,22,38,37,31,21,14,7,4,5
10,0.03676187244189168,0.0275910023894701,0.0698394979912504,2.9470587223225557,1.949321403175308,1.4738852743222457,2.1738788216012392,1.421188237739186,-5.196507382324108,-2.91720592913803,-4.738729985247749,0.2938680024242756,4.7520586377758915,6.437665548261971,6.91065620655225,7.316100326258749,1.9006026840713934,1.086549532638409,2.365313343243029,5.3524655599528295,38,41,32,0,6,8,11,23,31,47,40,21,6,7,13,28,64,54,22,8,4,4,1,2,9,16,27,49,40,27,19,6,5,2,23,17,29,50,28,26,16,5,4,2,5
11,0.010332772685391655,0.06106711212297013,-0.047518578478749636,3.1643511584527046,2.1093554656460713,1.771204208870338,2.2156605883326788,1.5775526591324136,-4.8543583901241085,-3.48264077633803,-4.49452088074775,0.2938680024242756,5.893569865375892,6.557654851961971,7.82169356415225,8.035738405816554,2.224743623321163,1.5704467708515195,2.4557049289956776,6.2508953231683595,39,34,30,0,11,14,21,28,39,42,25,14,5,1,7,16,67,52,26,11,11,2,3,5,15,20,37,54,37,24,4,3,1,5,18,20,41,43,29,25,12,4,3,5,5
